"","BM_Series1_NHBE_Mock_1","BM_Series1_NHBE_Mock_2","BM_Series1_NHBE_Mock_3","BM_Series1_NHBE_SARS.CoV.2_1","BM_Series1_NHBE_SARS.CoV.2_2","BM_Series1_NHBE_SARS.CoV.2_3"
"ZNF566",29.7969374407726,34.4448613441911,46.0062365585914,31.0473276686014,31.3789884547219,17.1762451111642
"AC021092.1",151.368442199125,57.8181601134637,64.2500889869983,128.23896210944,45.0220269132966,96.5583508951933
"ZNF529",54.8263648910217,33.2146877247557,65.0432999621465,66.1443067722377,55.9364576801564,44.1011698800162
"ZNF284",48.8669774028671,41.8259030608035,39.6605487574064,48.5958172204195,49.114938450869,50.600289651808
"TAL2",0,1.2301736194354,0,1.34988381167832,2.72860769171494,2.78533704505365
"MATN1-AS1",14.3025299715709,11.0715625749186,7.13889877633315,13.4988381167832,15.0073423044322,11.1413481802146
"AIDA",526.80985395286,653.222191920196,832.078312930386,554.80224659979,612.572426790005,592.348344914743
"C15orf41",112.036484777305,104.564757652009,130.879810899441,102.591169687552,130.973169202317,123.483275664045
"CD300LF",0,0,2.37963292544438,0,0,3.24955988589593
"AC012085.1",106.077097289151,66.4293754495115,81.7007304402571,28.3475600452447,12.2787346127172,105.842807712039
"KRT5",144359.010635558,143523.126005908,136778.127710643,132530.242746766,128573.358737454,131632.707635031
"GSAP",30.9888149384036,67.6595490689469,42.0401816828508,90.4422153824475,70.9437999845885,81.2389971473982
"CYP2R1",90.5826898199489,113.175972988057,124.534123098256,90.4422153824475,61.3936730635862,81.2389971473982
"ANKRD46",67.9370173649616,109.48545212975,89.6328401917384,83.6927963240559,98.229876901738,110.020813279619
"PIP5K1C",557.798668891264,588.02299009012,545.729150901912,731.63702592965,506.156726813122,565.423420145891
"CYP4F2",3.57563249289272,1.2301736194354,2.37963292544438,2.69976762335664,1.36430384585747,2.32111420421138
"ZBTB6",158.51970718491,151.311355190554,141.984764551515,130.938729732797,155.530638427752,123.947498504887
"C2orf76",131.1065247394,102.104410413138,84.0803633657015,86.3925639474125,107.78000382274,81.2389971473982
"POLR3C",513.69920147892,501.910836729642,464.028420461655,448.161425477202,507.52103065898,472.114629136594
"AC013268.1",7.15126498578544,0,0.793210975148128,2.69976762335664,0,3.24955988589593
"WWOX",53.6344873933908,75.0405907855592,44.4198146082951,55.3452362788112,46.386330759154,47.3507297659121
"CIDECP1",77.4720373460089,60.2785073523345,61.0772450864058,94.4918668174824,91.4083576724506,99.3436879402469
"CCDC84",330.150066843761,409.647815271987,338.701086388251,328.021766237832,368.362038381517,354.202027562656
"BCL9L",3847.38056235256,4102.62902081705,3585.31360766954,5079.61278334552,3989.22444528725,4261.10145609124
"POLR1D",2384.94687275944,2166.33574382573,2163.87954020409,2000.52780890727,2343.87400718314,2276.54881149052
"KIF18B",81.0476698389016,79.9612852633008,84.0803633657015,86.3925639474125,75.036711522161,89.1307854417169
"ZNRF1",183.54913463516,179.605348437568,149.916874302996,225.43059655028,180.088107653186,191.259810427017
"SAPCD2",33.3725699336654,23.3732987692726,38.0741268071101,41.8463981620279,27.2860769171494,40.8516099941202
"EDARADD",197.85166460673,278.0192379924,223.685494991772,206.532223186783,226.47443841234,194.509370312913
"CYP4F12",3.57563249289272,4.92069447774159,9.51853170177753,2.69976762335664,2.72860769171494,3.7137827267382
"MARC1",81.0476698389016,83.651806121607,53.1451353349246,64.7944229605594,58.6650653718713,72.4187631713949
"SOWAHB",205.002929592516,184.52604291531,226.065127917216,248.378621348811,234.660261487485,191.259810427017
"BLOC1S4",77.4720373460089,82.4216325021716,80.1143084899609,136.33826497951,65.4865846011587,89.1307854417169
"LCE1E",10.7268974786782,19.6827779109664,8.7253207266294,5.39953524671328,4.09291153757242,24.6038105646406
"ZNF749",141.833422218078,155.00187604886,149.123663327848,153.886754531329,140.52329612332,155.978874523004
"MRTFB",719.894008569067,755.326602333334,782.106021496054,705.989233507762,684.880530620451,649.911977179185
"ZNF17",83.4314248341634,114.406146607492,91.2192621420347,72.8937258306293,77.7653192138759,90.5234539642437
"KDM4D",14.3025299715709,14.7620834332248,11.1049536520738,6.7494190583916,21.8288615337196,16.7120222703219
"GPAT2",10.7268974786782,23.3732987692726,7.93210975148128,22.9480247985315,10.9144307668598,19.4973593153756
"TOR3A",772.336618464827,629.848893150924,540.176674075875,669.542370592447,758.552938296754,618.809046842753
"GABRA5",0,1.2301736194354,3.96605487574064,2.69976762335664,1.36430384585747,1.39266852252683
"PPP1CC",901.059388208965,973.067332973399,1285.79499071511,773.483424091678,869.06154981121,764.110796026385
"ZNF555",94.1583223128416,102.104410413138,87.253207266294,72.8937258306293,88.6797499807357,76.1325458981331
"MST1P2",13.11065247394,15.9922570526602,11.8981646272219,10.7990704934266,9.5501269210023,12.5340167027414
"NAP1L3",3.57563249289272,2.4603472388708,3.17284390059251,2.69976762335664,1.36430384585747,0.464222840842275
"CA5BP1",127.530892246507,159.922570526602,153.882929178737,238.929434667063,145.98051150675,170.834005429957
"PRELID2",97.7339548057343,71.3500699272531,92.0124731171828,129.588845921119,143.251903815035,147.158640547001
"BACE1",414.773369175555,387.50469012215,433.886403406026,302.373973815944,360.176215306373,283.64015575463
"THBS2",75.0882823507471,56.5879864940283,61.0772450864058,59.3948877138461,53.2078499884414,45.493838402543
"RXRA",1139.43488773515,1205.57014704669,1188.2300407719,1299.93811064622,1025.95649208482,937.730138501396
"ANKRD37",48.8669774028671,57.8181601134637,48.3858694840358,40.4965143503496,55.9364576801564,40.3873871532779
"NUDT17",32.1806924360345,17.2224306720956,33.3148609562214,24.2979086102098,24.5574692254345,30.6387074955902
"ZNF75D",138.257789725185,161.152744146037,156.262562104181,143.087684037902,145.98051150675,147.158640547001
"CYP4X1",41.7157124170817,34.4448613441911,30.1420170556289,35.0969791036363,38.2005076840092,34.3524902223284
"KRT10",121.571504758352,100.874236793703,145.157608452107,137.688148791189,110.508611514455,119.769492937307
"GOLGA8R",17.8781624644636,12.301736194354,5.55247682603689,12.1489543051049,4.09291153757242,0
"CCDC30",13.11065247394,17.2224306720956,23.0031182792957,25.6477924218881,25.921773071292,29.7102618139056
"NKRF",249.102397004859,232.50281407329,237.963292544438,234.879783232028,237.3888691792,225.148077808504
"KPNA4",1792.58375643688,1793.59313713681,2201.16045603605,1725.15151132489,1849.99601498273,1900.06408756743
"ZNF501",56.0182423886526,72.5802435466885,70.5957767881834,47.2459334087412,62.7579769094437,66.8480890812876
"ZNF197",259.829294483538,291.551147806189,337.907875413102,287.525251887482,249.667603791917,249.287665532302
"SPATA12",2.38375499526181,3.69052085830619,5.55247682603689,4.04965143503496,2.72860769171494,0
"NAP1L2",59.5938748815453,52.8974656357221,49.1790804591839,40.4965143503496,27.2860769171494,50.600289651808
"RPS23",5153.67829975604,4138.30405578068,4794.16713379528,4439.76785661,4855.55738740674,5107.37969494671
"GNG2",8.34314248341634,8.61121533604778,12.69137560237,9.44918668174824,8.18582307514483,14.8551309069528
"BTN3A2",392.127696720568,337.067571725299,372.015947344472,348.270023413007,346.533176847798,335.168891088123
"PCLO",235.991744530919,223.891598737242,201.475587687624,187.633849823287,186.909626882474,181.51113076933
"KLK12",23.8375499526181,31.9845141053203,26.1759621798882,43.1962819737063,25.921773071292,52.4571810151771
"INSIG1",799.749800910338,846.359450171553,817.007304402571,809.930287006992,970.020034404663,965.583508951933
"ANKRD20A5P",1.19187749763091,2.4603472388708,7.93210975148128,6.7494190583916,9.5501269210023,12.5340167027414
"C5orf38",78.6639148436398,99.6440631742672,93.5988950674791,86.3925639474125,84.5868384431633,79.3821057840291
"ZNF396",14.3025299715709,25.8336460081433,19.8302743787032,17.5484895518182,17.7359499961471,12.5340167027414
"TMEM222",263.40492697643,307.543404858849,260.173199848586,306.423625250979,249.667603791917,272.034584733573
"ARHGAP30",52.4426098957599,51.6672920162867,23.7963292544438,52.6454686554545,55.9364576801564,66.3838662404454
"SEPTIN10",879.605593251609,896.796568568405,1116.04784203342,818.029589877062,817.218003668626,872.738940783477
"FAM86B1",32.1806924360345,27.0638196275787,26.1759621798882,36.4468629153147,34.1075961464368,42.7085013574893
"CYP4F3",107.268974786782,114.406146607492,84.8735743408497,51.2955848437762,51.8435461425839,44.1011698800162
"SMYD4",145.409054710971,178.375174818133,195.129899886439,170.085360271468,184.181019190759,191.72403326786
"FOXD2",7.15126498578544,3.69052085830619,7.93210975148128,8.09930287006992,5.45721538342989,5.10645124926503
"GPATCH8",1816.4213063895,1653.35334452117,1608.6318576004,1687.3547645979,1724.48006116384,1860.140923255
"CEACAM19",189.508522123314,236.193334931596,189.577423060403,271.326646147342,266.039249942207,281.783264391261
"NF2",797.366045915076,719.651567369708,704.371345931537,846.377149922307,770.831672909472,825.852433858408
"SMIM29",234.799867033288,231.272640453855,203.062009637921,260.527575653916,144.616207660892,176.868902360907
"UBE2H",5446.88016417324,5161.80850715093,5646.86893207952,5070.16359666377,5645.48931415822,5369.6656000226
"MIR22HG",824.779228360587,964.456117637352,940.748216525679,970.566460596713,1083.25725361083,936.801692819711
"HPDL",14.3025299715709,4.92069447774159,6.34568780118502,4.04965143503496,0,4.17800556758048
"KTN1-AS1",21.4537949573563,28.2939932470141,15.8642195029626,13.4988381167832,19.1002538420046,14.3909080661105
"KATNA1",278.899334445632,255.876112842563,272.864575450956,236.229667043706,341.075961464368,307.315520637586
"ARAP1",1419.52609967841,1541.40754515255,1413.50195771396,1807.49442383727,1462.53372275921,1364.35092923545
"KIF24",53.6344873933908,50.4371183968513,35.6944938816657,41.8463981620279,36.8362038381517,38.5304957899088
"PDE2A",14.3025299715709,23.3732987692726,9.51853170177753,21.5981409868531,20.4645576878621,7.89178829431868
"SPDYE17",0,0,0,0,4.09291153757242,3.7137827267382
"CARMIL3",1.19187749763091,0,0.793210975148128,1.34988381167832,0,1.8568913633691
"PRR5",69.1288948625925,65.1992018300761,44.4198146082951,95.8417506291608,46.386330759154,75.2041002164486
"ZFP91",1216.90692508115,1322.43664089305,1538.03608081222,1159.55019423168,1485.72688813879,1379.67028298324
"C17orf58",56.0182423886526,68.8897226883823,44.4198146082951,52.6454686554545,100.958484593453,60.8131921503381
"BCDIN3D",65.5532623696998,65.1992018300761,68.216143862739,56.6951200904895,34.1075961464368,61.7416378320226
"CYP27C1",113.228362274936,114.406146607492,121.361279197664,139.038032602867,118.6944345896,141.587966456894
"LYRM7",246.718642009598,217.740730640065,288.728794953918,184.93408219993,208.738488416193,194.973593153756
"DTX2P1",95.3501998104725,110.715625749186,101.53100481896,145.787451661259,117.330130743743,142.980634979421
"MST1L",14.3025299715709,13.5319098137894,13.4845865775182,13.4988381167832,19.1002538420046,7.4275654534764
"BCR",1411.18295719499,1327.35733537079,1278.65609193878,1691.40441603294,1297.45295741046,1414.48699604641
"FSCN2",0,0,2.37963292544438,0,1.36430384585747,3.24955988589593
"SPIN4",22.6456724549872,13.5319098137894,23.7963292544438,21.5981409868531,15.0073423044322,18.568913633691
"ZNF732",9.53501998104725,17.2224306720956,5.55247682603689,5.39953524671328,12.2787346127172,7.4275654534764
"SPIN2B",85.8151798294252,116.866493846363,103.117426769257,80.9930287006992,105.051396131025,94.7014595318242
"HYAL3",230.032357042765,196.827779109664,193.543477936143,294.274670945874,210.102792262051,253.929893940725
"VSIG10L",90.5826898199489,99.6440631742672,71.3889877633315,67.494190583916,100.958484593453,99.3436879402469
"ZNF397",402.854594199246,426.870245944083,502.895758243913,317.222695744405,424.298496061674,390.875631989196
"ZSCAN30",350.411984303486,361.671044114007,351.392461990621,294.274670945874,328.797226851651,300.352178024952
"TPCN1",607.857523791762,633.53941400923,547.315572852208,826.128892747132,718.988126766888,782.215486819234
"KRT17P2",1.19187749763091,1.2301736194354,1.58642195029626,1.34988381167832,1.36430384585747,0.928445681684551
"KRT16",1612.61025429462,1522.95494086102,1764.89441970458,2481.08644586475,1759.95196115614,2533.72826531714
"HEXIM1",1456.47430210497,1567.2411911607,1519.79222838381,1519.96917194979,1395.68283431219,1334.1764445807
"KRT14",28578.8386381939,28549.8693598567,31358.0094805309,31565.6830522859,27144.1893171803,30874.9969215789
"TRABD2A",11.9187749763091,15.9922570526602,18.2438524284069,24.2979086102098,27.2860769171494,25.9964790871674
"PDZD7",58.4019973839144,55.3578128745929,58.6976121609614,76.9433772656643,43.6577230674391,52.4571810151771
"POFUT2",567.333688872311,526.51430911835,467.994475337395,535.903873236293,533.442803730272,508.324010722291
"MAPT",2.38375499526181,13.5319098137894,8.7253207266294,9.44918668174824,6.82151922928736,9.74867965768778
"ERCC6L",78.6639148436398,56.5879864940283,81.7007304402571,59.3948877138461,58.6650653718713,66.3838662404454
"TMEM17",30.9888149384036,41.8259030608035,35.6944938816657,37.796746726993,32.7432923005793,48.7433982884389
"ZDHHC17",440.994674123435,397.346079077633,436.26603633147,349.619907224685,371.090646073232,368.592935628767
"ZNF395",1051.23595291046,1180.96667465798,1138.25774933756,936.819365304755,949.555476716801,847.206684537152
"PPARA",263.40492697643,273.098543514658,258.58677789829,218.681177491888,233.295957641628,235.825203147876
"TMEM232",3.57563249289272,3.69052085830619,6.34568780118502,5.39953524671328,4.09291153757242,8.35601113516095
"FAM183A",2.38375499526181,7.38104171661239,3.96605487574064,6.7494190583916,4.09291153757242,10.6771253393723
"EFCAB6",17.8781624644636,18.452604291531,13.4845865775182,12.1489543051049,15.0073423044322,24.6038105646406
"KANK3",5.95938748815453,4.92069447774159,10.3117426769257,17.5484895518182,12.2787346127172,8.35601113516095
"RHD",7.15126498578544,0,3.96605487574064,1.34988381167832,2.72860769171494,2.32111420421138
"ESPN",626.927563753856,791.001637296961,655.985476447502,651.993881040629,477.506346050115,468.865069250698
"PTRH1",85.8151798294252,89.802674218784,76.1482536142203,97.1916344408391,85.9511422890207,69.169203285499
"GPR141",5.95938748815453,9.84138895548318,7.13889877633315,20.2482571751748,10.9144307668598,21.3542506787447
"TMPRSS6",4.76750999052362,6.15086809717699,0,0,4.09291153757242,2.32111420421138
"TMEM216",66.7451398673307,72.5802435466885,56.3179792355171,87.7424477590908,69.5794961387311,67.7765347629722
"RPS19BP1",288.434354426679,350.599481539088,307.765858357474,337.47095291958,241.481780716773,282.247487232103
"TMPRSS11A",1.19187749763091,0,0.793210975148128,0,1.36430384585747,2.32111420421138
"TMEM262",14.3025299715709,25.8336460081433,4.75926585088877,20.2482571751748,13.6430384585747,10.6771253393723
"TEAD1",897.483755716072,1003.82167345928,1157.29481274112,966.516809161678,930.455222874796,957.691720657614
"PLCD1",524.426098957599,498.220315871336,433.886403406026,571.00085233993,450.220269132966,441.940144481846
"CCK",14.3025299715709,9.84138895548318,14.2777975526663,16.1986057401398,13.6430384585747,4.17800556758048
"ENTPD5",492.245406521564,500.680663110207,433.093192430878,400.915492068461,448.855965287108,434.976801869212
"MITF",278.899334445632,354.290002397394,412.469707077026,255.128040407203,287.868111475927,310.10085768264
"HEATR4",2.38375499526181,1.2301736194354,3.17284390059251,2.69976762335664,4.09291153757242,0
"NAP1L1",2951.08868413412,3640.08373990934,4680.7379643491,3345.01208533888,3543.09708769185,3311.30152372795
"CMC1",50.058854900498,88.5725005993486,75.3550426390721,60.7447715255244,45.0220269132966,49.6718439701235
"SLIT1",1.19187749763091,4.92069447774159,3.17284390059251,2.69976762335664,5.45721538342989,5.10645124926503
"LYPD6",16.6862849668327,9.84138895548318,25.3827512047401,10.7990704934266,17.7359499961471,18.1046907928487
"AKR1C1",2045.26178593463,1952.28553404398,1929.88230253539,1914.13524495986,1881.37500343745,1911.20543574765
"RNF220",686.521438635402,618.777330576005,602.840341112577,662.792951534055,627.579769094437,640.62752036234
"SHTN1",767.569108474303,624.928198673182,694.85281422976,541.303408483007,709.437999845885,612.309927070961
"AC092118.1",0,0,0.793210975148128,5.39953524671328,0,0.464222840842275
"AL162231.1",13.11065247394,18.452604291531,7.13889877633315,9.44918668174824,9.5501269210023,18.568913633691
"ZNF546",9.53501998104725,11.0715625749186,23.7963292544438,6.7494190583916,13.6430384585747,11.6055710210569
"TSPYL4",253.869906995383,284.170106089577,258.58677789829,224.080712738601,197.824057649333,226.54074633103
"MT1X",2431.43009516705,2339.79022416613,2337.59274376153,2032.92502038755,1794.05955730258,2096.43034924372
"GCNT1",169.246604663589,168.533785862649,174.506414532588,152.53687071965,133.701776894032,144.83752634279
"AC100800.1",3.57563249289272,0,2.37963292544438,0,4.09291153757242,1.8568913633691
"SESTD1",783.063515943505,781.160248341477,864.599962911459,695.190163014335,739.45268445475,759.00434477712
"FNBP1",609.049401289393,562.189344081977,579.837222833281,629.045856242097,657.594453703301,678.229570470564
"DYNC2H1",253.869906995383,318.614967433768,433.093192430878,242.979086102098,312.425580701361,223.291186445134
"MAGED4B",53.6344873933908,70.1198963078177,39.6605487574064,72.8937258306293,60.0293692177288,71.9545403305527
"BCAM",667.451398673307,1057.94931271444,625.050248416725,618.246785748671,585.286349872855,557.06740901073
"RSBN1L",151.368442199125,136.549271757329,176.092836482884,136.33826497951,124.15164997303,136.481515207629
"NPSR1",2.38375499526181,0,0.793210975148128,2.69976762335664,1.36430384585747,0.464222840842275
"WDR86",2.38375499526181,0,0.793210975148128,2.69976762335664,0,3.7137827267382
"EPOR",26.2213049478799,22.1431251498372,24.589540229592,36.4468629153147,21.8288615337196,30.6387074955902
"TAF9B",106.077097289151,100.874236793703,156.262562104181,109.340588745944,115.965826897885,110.949258961304
"PCDHB13",9.53501998104725,11.0715625749186,10.3117426769257,9.44918668174824,8.18582307514483,2.78533704505365
"MAGI2",16.6862849668327,28.2939932470141,41.2469707077026,24.2979086102098,21.8288615337196,16.2477994294796
"LUZP2",0,0,3.96605487574064,0,0,1.39266852252683
"CHP1",2337.27177285421,2273.36084871661,2610.45731921249,2170.61316917874,2159.69298799238,2279.79837137641
"C11orf96",2.38375499526181,2.4603472388708,3.17284390059251,8.09930287006992,1.36430384585747,2.78533704505365
"CDHR4",1.19187749763091,0,1.58642195029626,0,0,1.8568913633691
"COL4A1",1270.54141247455,1185.88736913572,1196.16215052338,1348.53392786664,1386.13270739119,1341.13978719333
"PLEKHG7",3.57563249289272,8.61121533604778,4.75926585088877,14.8487219284615,6.82151922928736,12.5340167027414
"PTMA",8278.78109854427,8007.200088905,8163.72735622453,10417.0533747216,9119.00690571134,9098.7676805086
"HSPA14",179.973502142267,146.390660712812,202.268798662773,198.432920316713,180.088107653186,186.617582018595
"SIRT7",336.109454331915,359.210696875136,335.528242487658,407.664911126853,328.797226851651,379.734283808981
"PRR13P5",2.38375499526181,2.4603472388708,4.75926585088877,12.1489543051049,4.09291153757242,4.17800556758048
"IFT140",170.43848216122,168.533785862649,168.953937706551,195.733152693356,180.088107653186,133.231955321733
"AGMO",10.7268974786782,3.69052085830619,6.34568780118502,12.1489543051049,2.72860769171494,4.17800556758048
"TLR5",38.140079924189,44.2862502996743,59.4908231361096,45.8960495970629,39.5648115298667,36.2093815856975
"USP7",2811.63901691131,2591.97581615038,2676.29383014978,2576.92819649391,2859.58086091726,2796.94261607471
"NANOS3",2.38375499526181,3.69052085830619,0.793210975148128,4.04965143503496,5.45721538342989,6.03489693094958
"NHLRC1",27.4131824455108,24.6034723887079,25.3827512047401,14.8487219284615,13.6430384585747,19.0331364745333
"PLEKHN1",230.032357042765,292.781321425625,272.864575450956,299.674206192587,206.009880724478,252.073002577355
"ZNF385C",5.95938748815453,11.0715625749186,7.13889877633315,4.04965143503496,6.82151922928736,2.32111420421138
"MAGEH1",96.5420773081034,94.7233686965256,119.774857247367,122.839426862727,109.144307668598,110.949258961304
"TET3",277.707456948001,312.464099336591,295.867693730252,309.123392874335,306.968365317931,260.429013712516
"ZNF286A",393.319574218199,401.03659993594,412.469707077026,399.565608256783,382.005076840092,427.085013574893
"ISG15",48.8669774028671,65.1992018300761,38.0741268071101,91.7920991941258,65.4865846011587,94.7014595318242
"EXD3",65.5532623696998,72.5802435466885,43.626603633147,74.2436096423076,55.9364576801564,52.4571810151771
"C17orf97",85.8151798294252,66.4293754495115,59.4908231361096,71.543842018951,94.1369653641656,79.3821057840291
"ZKSCAN4",76.280159848378,93.4931950770902,118.981646272219,72.8937258306293,92.7726615183081,81.2389971473982
"RGPD1",46.4832224076053,44.2862502996743,65.0432999621465,80.9930287006992,60.0293692177288,73.8114316939218
"DHRS4L2",123.955259753614,141.469966235071,141.191553576367,132.288613544475,143.251903815035,155.05042884132
"SAMD11",1.19187749763091,2.4603472388708,0,8.09930287006992,4.09291153757242,9.74867965768778
"PERM1",0,0,3.96605487574064,4.04965143503496,0,3.7137827267382
"VMAC",33.3725699336654,63.9690282106407,32.5216499810732,33.747095291958,31.3789884547219,27.3891476096942
"ERC2",7.15126498578544,6.15086809717699,5.55247682603689,6.7494190583916,10.9144307668598,11.6055710210569
"B3GLCT",194.276032113838,194.367431870793,176.092836482884,134.988381167832,173.266588423899,159.692657249743
"SPRY4",187.124767128052,120.557014704669,173.71320355744,247.028737537133,218.288615337196,281.319041550419
"KRT18P59",0,2.4603472388708,0.793210975148128,2.69976762335664,6.82151922928736,6.49911977179185
"TRPV2",2.38375499526181,0,0,4.04965143503496,1.36430384585747,3.24955988589593
"AMTN",50.058854900498,68.8897226883823,37.280915831962,66.1443067722377,66.8508884470161,78.9178829431868
"C2orf88",2.38375499526181,6.15086809717699,3.96605487574064,0,0,0.464222840842275
"TMEM203",121.571504758352,137.779445376765,144.364397476959,183.584198388252,136.430384585747,149.01553191037
"THSD4",1178.76684515697,1125.60886178339,1051.79775304642,1143.35158849154,1158.29396513299,1162.41399346906
"DNAJB13",2.38375499526181,8.61121533604778,1.58642195029626,4.04965143503496,6.82151922928736,8.35601113516095
"AMY1C",22.6456724549872,11.0715625749186,12.69137560237,13.4988381167832,17.7359499961471,15.7835765886374
"TCEA1",881.98934824687,869.732748940826,1144.60343713875,746.485747858111,855.418511352635,811.925748633139
"NHEJ1",101.309587298627,81.1914588827362,108.669903595293,93.1419830058041,113.23721920617,110.485036120462
"FANCA",107.268974786782,105.794931271444,80.907519465109,102.591169687552,107.78000382274,122.090607141518
"SECISBP2",421.924634161341,417.0288569886,448.164200958692,450.861193100559,457.041788362253,425.692345052366
"C9orf153",3.57563249289272,6.15086809717699,1.58642195029626,1.34988381167832,0,1.8568913633691
"SEMA4D",69.1288948625925,84.8819797410424,58.6976121609614,80.9930287006992,76.4010153680184,82.1674428290827
"DNAH17",11.9187749763091,6.15086809717699,3.96605487574064,8.09930287006992,13.6430384585747,12.0697938618992
"MCRS1",389.743941725306,408.417641652552,425.161082679396,480.558636957482,350.62608838537,405.730762896149
"FANCM",54.8263648910217,62.7388545912053,80.907519465109,51.2955848437762,51.8435461425839,53.3856266968617
"ZNF70",96.5420773081034,87.3423269799132,58.6976121609614,51.2955848437762,90.0440538265932,84.4885570332941
"CARD9",13.11065247394,19.6827779109664,11.1049536520738,39.1466305386713,17.7359499961471,16.7120222703219
"PEAR1",250.29427450249,268.177849036917,249.86145717166,314.522928121049,296.053934551071,318.921091658643
"ZFP69B",32.1806924360345,46.7465975385451,57.1111902106652,43.1962819737063,49.114938450869,42.7085013574893
"SOWAHD",2.38375499526181,1.2301736194354,3.96605487574064,0,1.36430384585747,1.39266852252683
"ZFP69",112.036484777305,78.7311116438654,81.7007304402571,67.494190583916,69.5794961387311,63.5985291953917
"TMEM220",8.34314248341634,3.69052085830619,4.75926585088877,5.39953524671328,2.72860769171494,9.28445681684551
"H1-2",197.85166460673,121.787188324104,145.950819427255,215.981409868531,170.537980732184,177.333125201749
"PLSCR3",1122.74860276831,1152.67268141097,1016.10325916475,1355.28334692503,1158.29396513299,1288.21838333731
"EIF4EBP1",587.595606332037,542.50656617101,453.716677784729,576.400387586643,503.428119121407,597.91901900485
"CCDC157",20.2619174597254,33.2146877247557,28.5555951053326,49.9457010320979,27.2860769171494,33.4240445406438
"FAM122A",75.0882823507471,78.7311116438654,122.154490172812,56.6951200904895,92.7726615183081,70.5618718080258
"PALM3",0,3.69052085830619,7.13889877633315,4.04965143503496,1.36430384585747,1.8568913633691
"FYB2",3.57563249289272,1.2301736194354,3.17284390059251,1.34988381167832,0,0
"DMBT1",3.57563249289272,2.4603472388708,0,2.69976762335664,2.72860769171494,0.464222840842275
"LDLRAD2",9.53501998104725,23.3732987692726,30.935228030777,13.4988381167832,6.82151922928736,14.8551309069528
"C2orf66",19.0700399620945,23.3732987692726,20.6234853538513,24.2979086102098,20.4645576878621,24.1395877237983
"AC091057.1",27.4131824455108,40.5957294413681,46.7994475337395,39.1466305386713,34.1075961464368,36.2093815856975
"PMS2CL",119.187749763091,143.930313473942,185.611368184662,182.234314576573,226.47443841234,156.443097363847
"CYHR1",389.743941725306,487.148753296417,377.568424170509,548.052827541398,380.640772994235,400.624311646884
"DNER",9.53501998104725,14.7620834332248,10.3117426769257,26.9976762335664,24.5574692254345,11.1413481802146
"KLHL17",113.228362274936,147.620834332248,103.117426769257,190.333617446643,91.4083576724506,112.806150324673
"ANKRD19P",4.76750999052362,30.7543404858849,19.0370634035551,18.8983733634965,40.9291153757242,14.3909080661105
"ZSCAN23",14.3025299715709,6.15086809717699,29.3488060804807,16.1986057401398,16.3716461502897,18.1046907928487
"RINL",73.8964048531162,78.7311116438654,76.1482536142203,87.7424477590908,83.2225345973058,91.4518996459282
"C17orf99",5.95938748815453,6.15086809717699,7.13889877633315,2.69976762335664,2.72860769171494,6.49911977179185
"TPRG1",20.2619174597254,31.9845141053203,34.9012829065176,28.3475600452447,28.6503807630069,31.1029303364324
"AC026412.1",32.1806924360345,22.1431251498372,39.6605487574064,40.4965143503496,31.3789884547219,31.5671531772747
"SNHG28",7.15126498578544,0,7.13889877633315,1.34988381167832,4.09291153757242,5.5706740901073
"MORN2",281.283089440894,308.773578478285,241.929347420179,179.534546953217,207.374184570336,227.004969171873
"MEIS3P2",2.38375499526181,0,0,1.34988381167832,5.45721538342989,1.39266852252683
"S100A3",85.8151798294252,82.4216325021716,80.907519465109,102.591169687552,77.7653192138759,78.9178829431868
"UBQLN2",854.57616580136,759.01712319164,805.902350750498,719.488071624545,720.352430612745,686.585581605725
"RILPL1",325.382556853237,359.210696875136,321.250444934992,376.617583458251,339.711657618511,388.554517784984
"ZNF490",81.0476698389016,65.1992018300761,80.907519465109,78.2932610773426,83.2225345973058,76.1325458981331
"CLCN1",8.34314248341634,9.84138895548318,2.37963292544438,6.7494190583916,8.18582307514483,4.64222840842275
"NWD1",59.5938748815453,72.5802435466885,53.1451353349246,39.1466305386713,36.8362038381517,45.9580612433853
"ARL4C",1107.25419529911,1199.41927894951,1334.18086019915,1077.2072817193,867.697245965352,1039.8591634867
"TMEM221",2.38375499526181,6.15086809717699,3.96605487574064,4.04965143503496,0,2.78533704505365
"RAB42",4.76750999052362,3.69052085830619,8.7253207266294,8.09930287006992,8.18582307514483,6.49911977179185
"WNT7B",294.393741914834,430.560766802389,282.383107152733,330.721533861189,283.775199938354,258.572122349147
"C11orf95",182.357257137529,182.065695676439,171.333570631996,140.387916414545,158.259246119467,147.622863387844
"PLA2G4E",0,1.2301736194354,0,5.39953524671328,6.82151922928736,10.6771253393723
"GPR89B",170.43848216122,169.763959482085,213.373752314846,164.685825024755,225.110134566483,155.978874523004
"MESP2",1.19187749763091,3.69052085830619,2.37963292544438,4.04965143503496,2.72860769171494,0.464222840842275
"FAM25A",11.9187749763091,9.84138895548318,6.34568780118502,6.7494190583916,10.9144307668598,13.462462384426
"EYS",11.9187749763091,11.0715625749186,19.0370634035551,6.7494190583916,8.18582307514483,14.3909080661105
"C6orf132",1588.772704342,1812.04574142834,1655.43130513414,1977.57978410874,1676.72942655883,1911.66965858849
"MAPK12",231.224234540396,290.320974186754,231.617604743253,382.017118704965,271.496465325637,295.245726775687
