,Xiong_PBMC_N_1,Xiong_PBMC_N_2,Xiong_PBMC_N_3,Xiong_PBMC_COVID_1,Xiong_PBMC_COVID_2,Xiong_PBMC_COVID_3
AL133467.3,7.153131311,16.9344298,0,9.386700596,4.103942272,18.95601961
AL136298.3,1.300569329,0,1.858447392,10.42966733,7.523894165,4.146629289
AL137779.2,5.202277317,7.526413243,5.575342177,6.257800397,3.419951893,4.739004902
SEPTIN7P1,0.650284665,1.881603311,1.858447392,3.128900199,0.683990379,1.777126838
TRAV30,1.300569329,13.17122317,0,0,2.735961515,0.592375613
AC013457.1,0,0,0,2.085933466,2.051971136,2.961878064
SHLD2P2,3.251423323,3.763206621,5.575342177,8.343733863,4.787932651,4.739004902
AL163932.1,4.551992652,3.763206621,1.858447392,0,2.735961515,0
AL157791.1,12.35540863,13.17122317,11.15068435,3.128900199,9.575865301,6.51613174
AF107885.2,1.300569329,0,9.292236961,1.042966733,0,1.777126838
NDUFC2-KCTD14,23.41024793,24.46084304,9.292236961,34.41790219,23.93966325,50.35192708
AL118556.2,1.300569329,0,11.15068435,3.128900199,2.735961515,1.184751225
AL049869.3,27.96224058,15.05282649,39.02739524,15.64450099,17.09975947,8.885634191
AL139022.1,112.499247,37.63206621,96.63926439,57.36317031,54.71923029,58.05281005
SMIM6,6.502846646,9.408016553,7.433789569,17.73043446,8.891874923,5.331380514
LRP1-AS,1.300569329,1.881603311,0,3.128900199,2.051971136,1.184751225
AL132780.3,3.901707988,22.57923973,31.59360567,0,21.20370174,0
AL445363.2,1.950853994,3.763206621,5.575342177,3.128900199,0.683990379,1.184751225
AL049780.2,0.650284665,0,0,0,1.367980757,1.777126838
AC005476.2,1.950853994,0,5.575342177,1.042966733,0,1.184751225
CAP2P1,11.0548393,28.22404966,35.31050045,6.257800397,4.787932651,8.293258578
AC004816.1,7.153131311,9.408016553,1.858447392,1.042966733,5.471923029,5.331380514
AL591767.3,0,3.763206621,0,0,0.683990379,1.777126838
ADAM20P1,24.06053259,20.69763642,13.00913175,8.343733863,24.62365363,17.17889277
AL137779.3,5.202277317,7.526413243,20.44292131,2.085933466,4.787932651,1.777126838
AL355075.5,4.551992652,0,7.433789569,0,1.367980757,0.592375613
DDX18P1,39.66736454,22.57923973,42.74429002,54.23427011,45.82735537,47.39004902
NMNAT1P1,0,0,1.858447392,1.042966733,0,2.369502451
GNRHR2P1,1.950853994,0,0,0,11.62783644,0
AL163636.3,25.36110192,0,48.3196322,322.2767205,58.13918219,334.6922212
AC023024.1,15.60683195,15.05282649,7.433789569,35.46086892,14.36379795,37.91203921
AC018946.1,4.551992652,0,5.575342177,2.085933466,4.787932651,6.51613174
AC019254.1,3.901707988,0,0,2.085933466,1.367980757,0
AC090971.2,2.601138659,0,0,2.085933466,0,26.06452696
AC025040.1,5.202277317,0,3.716894784,9.386700596,1.367980757,5.923756127
AC027237.3,0.650284665,0,0,0,0,4.739004902
AC109631.1,4.551992652,7.526413243,7.433789569,1.042966733,4.103942272,3.554253676
AC012568.1,1.300569329,3.763206621,1.858447392,5.214833664,2.735961515,0
PRKXP1,191.1836914,144.8834549,152.3926862,116.8122741,227.7687961,92.41059558
ITGB3,3132.42123,131.7122317,6138.451736,7298.681197,837.2042235,4029.931293
AC004943.1,1.950853994,0,3.716894784,1.042966733,6.155913408,4.739004902
AC013356.2,3.251423323,5.644809932,0,0,2.735961515,1.184751225
AC103739.1,3.251423323,5.644809932,5.575342177,5.214833664,6.155913408,3.554253676
AC084855.2,7.153131311,13.17122317,9.292236961,5.214833664,8.207884544,2.369502451
SLC35G6,2.601138659,1.881603311,13.00913175,3.128900199,6.839903787,3.554253676
LINC02345,5.202277317,7.526413243,9.292236961,0,0.683990379,0
HNRNPA1P62,3.901707988,1.881603311,5.575342177,2.085933466,0.683990379,3.554253676
LINC02323,1.300569329,1.881603311,0,4.171866932,0,1.184751225
AC105129.1,6.502846646,7.526413243,5.575342177,0,8.207884544,3.554253676
AC066612.1,51.37248851,0,3.716894784,11.47263406,6.155913408,4.146629289
AC092755.2,20.80910927,9.408016553,33.45205306,26.07416832,17.78374985,16.58651716
AC002306.1,0.650284665,15.05282649,20.44292131,0,3.419951893,2.961878064
AC048382.2,48.77134985,26.34244635,9.292236961,14.60153426,20.51971136,37.91203921
USP3-AS1,600.2127455,908.8143991,1124.360672,1056.5253,697.6701862,928.2525851
AC018904.1,59.82618915,41.39527284,33.45205306,38.58976912,43.09139386,31.39590747
AC104590.1,7.803415976,1.881603311,9.292236961,4.171866932,2.051971136,0
AC007950.1,1.300569329,0,3.716894784,3.128900199,1.367980757,1.184751225
ANKRD62P1,1.300569329,0,1.858447392,2.085933466,0,1.184751225
AC107241.1,4.551992652,1.881603311,1.858447392,0,1.367980757,1.777126838
AC127522.1,0.650284665,1.881603311,1.858447392,1.042966733,1.367980757,0.592375613
AC087878.1,2.601138659,3.763206621,7.433789569,6.257800397,1.367980757,2.961878064
AC010809.1,33.1645179,15.05282649,9.292236961,8.343733863,16.41576909,16.58651716
ZNF710-AS1,368.7114048,389.4918853,351.2465571,284.7299181,331.7353337,247.6130061
LIPC-AS1,1.300569329,1.881603311,1.858447392,1.042966733,2.051971136,0
AC005096.1,0,3.763206621,1.858447392,4.171866932,0.683990379,1.184751225
CSPG4P12,48.77134985,60.21130594,29.73515828,15.64450099,29.41158628,22.51027328
ZHX1-C8orf76,122.253517,52.6848927,92.92236961,109.511507,112.1744221,135.6540153
PLCB2-AS1,0.650284665,0,0,0,1.367980757,3.554253676
AC024270.1,13.65597796,5.644809932,20.44292131,14.60153426,14.36379795,13.62463909
AC103739.2,6.502846646,5.644809932,13.00913175,2.085933466,4.787932651,4.146629289
ACTG1P17,38.36679521,37.63206621,27.87671088,35.46086892,36.25149007,31.98828309
AC087632.2,20.1588246,7.526413243,7.433789569,36.50383565,49.24730726,74.6393272
AL356801.1,3.901707988,0,7.433789569,10.42966733,11.62783644,8.885634191
AF111167.2,32.51423323,13.17122317,39.02739524,209.6363133,75.92293203,141.5777714
AL136295.2,28.61252524,20.69763642,20.44292131,1.042966733,16.41576909,14.80939032
AC090607.1,8.45370064,5.644809932,0,5.214833664,1.367980757,10.07038542
AC116158.1,74.13245177,52.6848927,122.6575279,37.54680238,73.18697052,31.39590747
AC023906.3,7.803415976,0,0,0,1.367980757,5.331380514
INAFM2,850.5723413,404.5447118,1488.616361,1334.997418,592.3356679,1076.346488
ST20-MTHFS,178.8282828,75.26413243,61.32876394,104.2966733,62.92711484,63.38419056
HNRNPMP1,5.852561982,7.526413243,48.3196322,3.128900199,0.683990379,1.184751225
AC015660.1,16.90740128,20.69763642,20.44292131,7.30076713,13.67980757,13.03226348
TMC3-AS1,51.37248851,79.02733905,27.87671088,28.16010179,33.51552855,61.60706372
AC087482.1,2.601138659,0,3.716894784,9.386700596,2.735961515,4.739004902
AC011921.1,1.950853994,0,3.716894784,2.085933466,1.367980757,3.554253676
AC015914.1,3.901707988,0,0,1.042966733,0,0.592375613
AC091117.2,0,1.881603311,0,3.128900199,2.735961515,0.592375613
AC025580.2,7.153131311,1.881603311,1.858447392,3.128900199,12.31182682,0.592375613
AL590133.2,5.852561982,3.763206621,0,0,3.419951893,7.700882965
AC046168.1,0,1.881603311,1.858447392,2.085933466,0.683990379,2.961878064
AC090825.1,130.7072176,176.8707112,176.5525023,38.58976912,99.86259529,67.53081985
AC013356.3,2.601138659,3.763206621,3.716894784,3.128900199,2.735961515,1.184751225
AC108449.2,174.9265748,67.73771918,102.2146066,217.9800472,145.6899507,217.4018499
AC087286.2,3.251423323,3.763206621,11.15068435,4.171866932,1.367980757,0
AL136295.3,13.00569329,15.05282649,5.575342177,12.51560079,10.94384606,7.108507353
NDUFB4P11,7.803415976,1.881603311,0,2.085933466,4.103942272,1.777126838
AC026770.1,2.601138659,0,1.858447392,3.128900199,0,2.369502451
DCAF13P3,4.551992652,16.9344298,3.716894784,15.64450099,10.94384606,13.62463909
MTND5P32,75.4330211,16.9344298,46.46118481,29.20306852,7.523894165,0.592375613
AC090695.2,7.153131311,1.881603311,11.15068435,10.42966733,8.207884544,8.293258578
GH1,4.551992652,0,1.858447392,2.085933466,5.471923029,2.961878064
AC025040.2,2.601138659,0,3.716894784,3.128900199,1.367980757,0.592375613
AC090877.1,1.300569329,0,0,1.042966733,1.367980757,2.961878064
TGIF2-RAB5IF,11.70512396,0,0,12.51560079,10.25985568,19.54839522
AC090515.6,1.950853994,3.763206621,0,0,0.683990379,0
EFL1P1,0.650284665,0,0,1.042966733,2.735961515,1.777126838
AC021739.2,50.07191918,18.81603311,44.60273741,62.57800397,52.66725916,66.93844424
AC010809.2,11.0548393,15.05282649,14.86757914,6.257800397,9.575865301,10.66276103
HNRNPA1P45,1.300569329,0,11.15068435,3.128900199,0.683990379,0.592375613
AC242376.1,0,0,0,0,0.683990379,4.146629289
AC012291.2,0,3.763206621,9.292236961,1.042966733,0.683990379,0.592375613
AC021739.3,0,3.763206621,0,1.042966733,3.419951893,1.777126838
CTXND1,7.803415976,13.17122317,5.575342177,12.51560079,7.523894165,17.77126838
AC091117.3,6.502846646,0,0,0,0,0.592375613
AL022318.2,1.950853994,0,0,0,3.419951893,0
UBE2Q2P2,33.1645179,31.98725628,26.01826349,17.73043446,38.98745158,21.32552206
THTPA,598.9121761,528.7305303,529.6575068,765.5375819,727.7657629,985.7130196
AC010247.2,146.9643342,235.2004138,217.4383449,151.2301763,173.0495658,194.8915766
LINC02352,87.13814506,69.6193225,39.02739524,146.0153426,86.86677809,81.15545894
AC087286.4,7.803415976,5.644809932,20.44292131,14.60153426,2.735961515,11.25513664
ADNP-AS1,91.03985305,97.84337216,120.7990805,80.30843843,88.91874923,89.44871752
CPEB1-AS1,1.300569329,0,0,6.257800397,0,0
NDUFAF4P1,3.251423323,3.763206621,1.858447392,1.042966733,0.683990379,1.184751225
AC079203.2,0.650284665,0,1.858447392,6.257800397,2.051971136,0
AC036108.1,7.153131311,1.881603311,1.858447392,3.128900199,0,1.184751225
SORD2P,22.1096786,7.526413243,14.86757914,139.7575422,23.93966325,24.87977573
AL355073.1,6.502846646,0,5.575342177,1.042966733,0.683990379,0
AC023355.2,85.18729107,86.55375229,46.46118481,44.84756951,55.40322067,45.02054657
MRPL46,87.13814506,208.8579675,102.2146066,123.0700745,132.6941335,169.4194252
TPM1-AS,3.251423323,0,1.858447392,8.343733863,0.683990379,4.739004902
AC090519.2,1.300569329,3.763206621,3.716894784,1.042966733,2.051971136,1.184751225
UBE2Q2L,3.901707988,0,5.575342177,0,0,0
HNRNPA1P5,0.650284665,7.526413243,5.575342177,2.085933466,0,0.592375613
CYCSP38,2.601138659,7.526413243,16.72602653,0,2.735961515,1.777126838
AC027243.2,1.300569329,0,3.716894784,5.214833664,1.367980757,1.777126838
AL117209.1,1.950853994,15.05282649,3.716894784,11.47263406,7.523894165,7.700882965
ANP32AP1,0,7.526413243,1.858447392,1.042966733,0,2.961878064
AC051619.4,0,9.408016553,1.858447392,2.085933466,0,4.146629289
AL136295.4,62.4273278,131.7122317,96.63926439,47.97646971,54.03523991,63.97656617
AL136295.5,287.4258218,165.5810913,278.7671088,317.0618868,278.3840841,279.6012892
AC022306.1,2.601138659,7.526413243,1.858447392,1.042966733,1.367980757,1.777126838
RPL21P12,1.300569329,0,0,0,2.735961515,0.592375613
AC091045.2,26.01138659,35.7504629,26.01826349,27.11713506,34.19951893,26.65690257
AC051619.5,7.153131311,5.644809932,3.716894784,3.128900199,6.155913408,4.739004902
AC027020.1,20.80910927,28.22404966,20.44292131,7.30076713,25.30764401,5.923756127
AC021739.4,1.950853994,5.644809932,7.433789569,9.386700596,4.103942272,11.25513664
CYCSP2,0.650284665,0,5.575342177,1.042966733,0,1.184751225
AC021483.1,3.901707988,7.526413243,0,4.171866932,0.683990379,0
AC090607.2,9.103985305,9.408016553,11.15068435,5.214833664,16.41576909,10.66276103
AC009554.1,2.601138659,1.881603311,3.716894784,0,0,0
CERNA1,47.47078052,86.55375229,65.04565873,10.42966733,38.30346121,37.91203921
TYRO3P,24.71081726,13.17122317,52.03652698,20.85933466,19.83572098,17.77126838
AC015712.2,6.502846646,0,3.716894784,15.64450099,9.575865301,20.14077083
RBM17P4,0,1.881603311,1.858447392,2.085933466,0.683990379,0.592375613
AC073167.1,0,5.644809932,3.716894784,0,1.367980757,1.184751225
PRELID1P4,1.950853994,1.881603311,1.858447392,0,0.683990379,0
AC116158.2,10.40455463,16.9344298,9.292236961,1.042966733,8.207884544,2.369502451
AC066616.2,59.17590448,3.763206621,52.03652698,20.85933466,6.839903787,2.369502451
AC074212.1,20.80910927,22.57923973,11.15068435,15.64450099,8.207884544,37.3196636
AC125257.1,144.3631955,280.3588933,165.4018179,34.41790219,69.76701862,26.65690257
MTND3P12,7.803415976,0,9.292236961,4.171866932,1.367980757,0
AC007000.4,2.601138659,3.763206621,3.716894784,0,0.683990379,1.184751225
AC104046.1,23.41024793,60.21130594,44.60273741,20.85933466,21.88769212,26.06452696
AC090971.5,2.601138659,24.46084304,7.433789569,11.47263406,4.103942272,2.961878064
AC100830.1,7.153131311,9.408016553,1.858447392,5.214833664,13.67980757,13.03226348
ST20-AS1,425.2861707,214.5027774,221.1552397,400.4992254,259.2323535,221.5484792
AC027808.2,1.300569329,5.644809932,1.858447392,0,2.051971136,2.961878064
MTCO3P23,6.502846646,0,3.716894784,1.042966733,0,0.592375613
AC090181.1,10.40455463,1.881603311,3.716894784,29.20306852,17.78374985,16.58651716
AC115102.1,5.852561982,13.17122317,20.44292131,10.42966733,8.891874923,5.331380514
AC013452.3,3.251423323,1.881603311,7.433789569,1.042966733,2.051971136,1.184751225
PIGHP1,38.36679521,24.46084304,55.75342177,74.05063804,51.2992784,69.9003223
AC027559.1,59.82618915,79.02733905,70.6210009,11.47263406,36.25149007,33.17303431
AC009996.1,5.202277317,13.17122317,11.15068435,1.042966733,1.367980757,5.923756127
DNM1P47,65.02846646,86.55375229,63.18721133,5.214833664,64.2950956,29.61878064
AC068831.5,122.253517,124.1858185,0,253.4409161,47.19533613,146.3167763
AC066613.1,109.8981083,5.644809932,87.34702743,202.3355462,158.6857679,245.2435037
MTCYBP23,39.66736454,7.526413243,26.01826349,9.386700596,4.103942272,1.777126838
IQCH-AS1,255.5618732,203.2131576,224.8721345,124.1130412,212.0370174,207.9238401
AC092868.2,1.950853994,0,1.858447392,3.128900199,7.523894165,9.478009803
AC027176.2,9.754269969,15.05282649,16.72602653,10.42966733,4.787932651,15.99414154
LINC01220,46.17021119,5.644809932,29.73515828,20.85933466,15.04778833,22.51027328
AC104041.1,0,7.526413243,0,1.042966733,4.103942272,2.961878064
HMGB1P8,13.00569329,5.644809932,9.292236961,4.171866932,1.367980757,0.592375613
AC124248.1,4.551992652,5.644809932,7.433789569,56.32020358,15.73177871,40.28154166
HSP90B2P,15.60683195,9.408016553,7.433789569,11.47263406,8.891874923,13.03226348
AC023906.4,16.25711662,16.9344298,22.30136871,7.30076713,10.25985568,5.331380514
AC023906.5,9.103985305,0,11.15068435,20.85933466,9.575865301,20.73314644
LINC00677,14.30626262,0,5.575342177,3.128900199,4.787932651,4.739004902
LINC02284,58.52561982,0,83.63013265,269.0854171,13.67980757,138.6158934
CSPG4P11,14.30626262,5.644809932,26.01826349,5.214833664,11.62783644,2.369502451
LINC00933,5.202277317,0,1.858447392,1.042966733,4.103942272,3.554253676
AC092757.2,1.950853994,0,5.575342177,1.042966733,4.787932651,7.700882965
CRTC3-AS1,0.650284665,0,0,0,2.051971136,1.777126838
HSPE1P3,6.502846646,0,0,5.214833664,7.523894165,3.554253676
AC018868.2,3.901707988,0,11.15068435,1.042966733,3.419951893,5.923756127
AC068234.1,0,0,0,5.214833664,0,4.146629289
AC021739.5,0.650284665,3.763206621,0,4.171866932,2.051971136,0
AC022558.1,1.300569329,3.763206621,0,1.042966733,0.683990379,2.961878064
AC004943.2,65.67875113,109.132992,76.19634308,90.73810576,86.86677809,97.7419761
AC012236.1,9.754269969,26.34244635,20.44292131,22.94526812,23.25567287,93.0029712
AL138976.2,2.601138659,0,0,6.257800397,2.735961515,4.146629289
AC009065.2,11.0548393,5.644809932,0,2.085933466,8.891874923,0
HMGB1P6,246.4578879,429.0055548,559.3926651,324.3626539,372.090766,506.4811489
AC008915.2,0,9.408016553,3.716894784,6.257800397,2.735961515,1.777126838
AC093525.1,5.852561982,0,1.858447392,10.42966733,7.523894165,8.293258578
AL596325.1,0.650284665,1.881603311,3.716894784,0,0,1.184751225
ANP32BP1,1.300569329,13.17122317,0,2.085933466,4.103942272,2.961878064
AC013726.2,0.650284665,1.881603311,1.858447392,2.085933466,0,2.369502451
AC020978.1,0,1.881603311,1.858447392,1.042966733,2.735961515,2.369502451
AC012640.4,11.70512396,11.28961986,14.86757914,21.90230139,12.99581719,17.17889277
SLC22A31,4.551992652,48.92168608,5.575342177,50.06240318,15.73177871,13.03226348
AC027682.1,14.95654729,22.57923973,27.87671088,10.42966733,6.839903787,6.51613174
AC009093.1,80.63529841,101.6065788,230.4474766,56.32020358,72.50298014,94.78009803
AC002519.1,3.901707988,5.644809932,0,2.085933466,6.155913408,11.25513664
AL606760.3,3.251423323,1.881603311,0,10.42966733,0.683990379,1.777126838
AC083843.3,26.01138659,28.22404966,31.59360567,30.24603525,53.35124954,44.42817095
AC072061.1,20.80910927,28.22404966,18.58447392,37.54680238,26.67562477,41.46629289
AL365361.1,1487.201028,2378.346585,1384.543307,712.3462786,939.8027803,527.2142953
HERC2P10,2.601138659,1.881603311,0,2.085933466,0.683990379,7.108507353
RAB43P1,66.32903579,13.17122317,14.86757914,103.2537066,64.2950956,77.60120527
SH3RF3-AS1,5.202277317,22.57923973,13.00913175,10.42966733,8.207884544,7.700882965
AL390728.6,211.9928007,888.1167626,574.2602442,133.4997418,283.8560071,50.94430269
AC007599.1,2.601138659,0,0,1.042966733,0.683990379,2.369502451
AL163952.1,1.300569329,7.526413243,0,6.257800397,7.523894165,11.25513664
AL022344.1,25.36110192,5.644809932,53.89497437,87.60920556,4.103942272,53.31380514
AC010333.1,5.202277317,0,0,13.55856753,3.419951893,8.885634191
AC009113.1,58.52561982,62.09290925,37.16894784,88.6521723,49.93129764,101.8886054
AC092384.2,13.65597796,5.644809932,22.30136871,14.60153426,12.99581719,15.40176593
EHD4-AS1,16.90740128,3.763206621,16.72602653,6.257800397,11.62783644,7.700882965
NR4A1AS,12.35540863,0,0,0,0,5.923756127
AC107375.1,55.27419649,109.132992,83.63013265,38.58976912,45.14336499,61.60706372
AC027139.1,1.950853994,1.881603311,3.716894784,0,3.419951893,1.777126838
AC106820.2,0,9.408016553,1.858447392,4.171866932,1.367980757,3.554253676
AC010333.2,5.202277317,1.881603311,5.575342177,4.171866932,6.155913408,6.51613174
AC120045.2,3.901707988,0,3.716894784,0,0,0
AC017071.1,9.754269969,5.644809932,18.58447392,4.171866932,7.523894165,4.146629289
HNRNPLP2,4.551992652,9.408016553,20.44292131,9.386700596,12.31182682,7.108507353
AC022819.1,0,0,0,6.257800397,0.683990379,2.961878064
AC023825.1,3.901707988,5.644809932,11.15068435,1.042966733,4.103942272,1.777126838
AC011939.1,22.75996326,99.72497547,150.5342388,49.01943645,28.7275959,27.8416538
AC007342.1,3.251423323,11.28961986,22.30136871,3.128900199,4.103942272,2.369502451
AC051619.6,1.300569329,0,1.858447392,1.042966733,0.683990379,2.961878064
AC009065.3,2.601138659,3.763206621,0,1.042966733,2.735961515,2.961878064
AC109449.1,38.36679521,86.55375229,39.02739524,19.81636792,58.82317257,29.02640502
AL050341.2,78.68444442,122.3042152,57.61186916,93.86700596,116.9623548,135.0616397
AC124068.1,135.2592102,144.8834549,139.3835544,146.0153426,121.066297,162.3109179
AC034105.3,4.551992652,1.881603311,1.858447392,4.171866932,0.683990379,1.777126838
AC009133.2,14.95654729,0,0,0,20.51971136,49.75955147
AL138756.1,479.9100825,316.1093562,646.7396925,449.5186619,514.3607648,624.3638958
IL21R-AS1,11.70512396,47.04008277,31.59360567,5.214833664,18.46774022,5.923756127
AC008741.1,0.650284665,5.644809932,0,0,0,1.777126838
RBM15B,2059.451533,2192.067857,2488.461058,2402.995353,2510.92868,2133.144581
AC107068.1,168.4237281,159.9362814,169.1187127,157.4879767,84.81480696,138.6158934
AC009120.2,390.8210834,323.6357694,401.4246367,276.3861842,335.8392759,448.4283388
AC093010.3,1214.731754,80.90894236,784.2647995,570.5028029,686.0423498,613.7011348
CDC37P1,3.901707988,3.763206621,1.858447392,0,0,3.554253676
AL928711.1,4.551992652,1.881603311,39.02739524,0,0,0
AC017100.1,12.35540863,15.05282649,18.58447392,11.47263406,6.155913408,3.554253676
AL353796.1,32.51423323,18.81603311,31.59360567,23.98823486,25.99163439,30.80353186
AL133338.1,40.96793387,18.81603311,27.87671088,15.64450099,14.36379795,17.17889277
TGFBR3L,5.852561982,9.408016553,9.292236961,6.257800397,4.787932651,3.554253676
AC027601.2,443.4941413,244.6084304,315.9360567,359.8235228,281.1200456,345.9473578
AC107871.1,682.1486132,372.5574555,457.1780585,735.2915467,483.5811977,737.5076378
AC007494.1,9.754269969,1.881603311,18.58447392,11.47263406,5.471923029,8.293258578
AC040169.1,13.00569329,9.408016553,9.292236961,7.30076713,10.94384606,15.40176593
LINC01992,4.551992652,0,1.858447392,0,0,0
HOXB7,4.551992652,7.526413243,0,15.64450099,4.787932651,4.739004902
AC007608.2,0,3.763206621,3.716894784,1.042966733,2.051971136,0
NORAD,11681.06343,8719.349742,12466.46511,13235.24784,8575.187377,10259.94561
AC023813.2,7.153131311,9.408016553,16.72602653,4.171866932,0,0.592375613
LCMT1-AS2,74.13245177,62.09290925,128.2328701,125.1560079,114.9103836,118.4751225
AC104938.1,1.950853994,1.881603311,3.716894784,1.042966733,2.051971136,2.961878064
AC009090.1,0.650284665,3.763206621,1.858447392,0,0,1.184751225
AL031600.1,74.78273643,41.39527284,48.3196322,95.95293943,90.28672998,104.2581078
AC023813.3,2.601138659,0,7.433789569,7.30076713,1.367980757,1.184751225
AC092620.2,141.7620569,47.04008277,148.6757914,80.30843843,43.77538423,50.35192708
AC009088.1,24.06053259,63.97451256,63.18721133,14.60153426,21.20370174,15.99414154
AL512408.1,11.70512396,20.69763642,5.575342177,16.68746773,12.31182682,14.21701471
AC092332.1,3.901707988,0,3.716894784,7.30076713,0.683990379,2.961878064
AC006960.4,4.551992652,0,1.858447392,1.042966733,0.683990379,2.961878064
NSFP1,422.0347473,0,382.8401628,390.0695581,150.4778833,281.378416
AC104794.3,194.4351147,131.7122317,206.2876605,115.7693074,149.1099026,265.9766501
AC007342.3,300.4315151,50.80328939,89.20547483,112.6404072,74.55495128,82.34021017
AF274858.1,21.45939393,16.9344298,11.15068435,11.47263406,14.36379795,13.62463909
AC106886.1,1.300569329,7.526413243,3.716894784,1.042966733,1.367980757,2.961878064
MIR762HG,65.02846646,62.09290925,44.60273741,41.71866932,82.07884544,69.9003223
AC007611.1,7.803415976,3.763206621,5.575342177,14.60153426,9.575865301,15.99414154
AC034111.1,1.300569329,16.9344298,3.716894784,5.214833664,3.419951893,1.777126838
AC106820.3,1.300569329,1.881603311,0,2.085933466,0.683990379,0.592375613
SPDYE6,158.0191735,302.938133,282.4840036,172.0895109,347.4671124,137.4311421
AC008074.2,16.90740128,11.28961986,20.44292131,47.97646971,13.67980757,49.75955147
AC012435.2,11.70512396,20.69763642,9.292236961,3.128900199,14.36379795,7.700882965
AOC4P,20.1588246,1.881603311,5.575342177,7.30076713,2.051971136,1.184751225
AL157700.1,2.601138659,1.881603311,1.858447392,0,2.735961515,1.777126838
AC138028.4,312.7869237,255.8980503,265.7579771,239.8823486,299.5877859,290.8564258
AC068987.1,0,9.408016553,0,2.085933466,0,0.592375613
ULK4P2,6.502846646,1.881603311,26.01826349,37.54680238,33.51552855,72.26982475
AL032819.1,0.650284665,1.881603311,5.575342177,0,1.367980757,1.777126838
AC008915.3,14.30626262,9.408016553,9.292236961,25.03120159,17.78374985,30.80353186
AC100827.2,2.601138659,0,0,1.042966733,1.367980757,4.146629289
AC023825.2,26.01138659,47.04008277,31.59360567,13.55856753,25.99163439,12.43988787
AC113208.3,5.852561982,0,3.716894784,2.085933466,0,1.777126838
AC011468.1,2.601138659,11.28961986,9.292236961,1.042966733,0,1.777126838
AC134312.3,1.950853994,0,7.433789569,1.042966733,0,0.592375613
AC090527.3,0,0,0,27.11713506,69.76701862,0
AC141586.2,7.803415976,0,5.575342177,13.55856753,14.36379795,8.885634191
AL162741.1,22.75996326,18.81603311,7.433789569,26.07416832,16.41576909,19.54839522
AC002464.1,3.901707988,1.881603311,7.433789569,22.94526812,11.62783644,37.3196636
AL807752.5,2.601138659,13.17122317,9.292236961,7.30076713,2.735961515,6.51613174
LINC02240,1.300569329,0,0,0,0.683990379,4.146629289
LINC02846,34.46508723,52.6848927,22.30136871,15.64450099,21.20370174,7.700882965
AC007496.1,0.650284665,5.644809932,1.858447392,1.042966733,1.367980757,1.777126838
AC124798.1,40.31764921,26.34244635,16.72602653,51.10536991,41.7234131,58.64518566
AC010889.1,121.6032323,289.7669098,230.4474766,89.69513903,140.2180276,112.5513664
AC009102.1,3.251423323,1.881603311,3.716894784,1.042966733,1.367980757,0
AC092718.2,1.300569329,3.763206621,5.575342177,1.042966733,3.419951893,0.592375613
CD2BP2-DT,38.36679521,35.7504629,18.58447392,45.89053625,41.03942272,56.27568321
CCDC187,5.852561982,5.644809932,7.433789569,2.085933466,2.051971136,13.03226348
AC009119.1,15.60683195,3.763206621,1.858447392,26.07416832,21.20370174,13.03226348
PPIAP51,3.901707988,0,14.86757914,10.42966733,6.155913408,3.554253676
KDM7A-DT,128.1060789,511.7961005,92.92236961,2531.280261,317.3715357,127.9531323
ZNRD2-AS1,122.9038016,90.31695891,78.05479047,61.53503724,83.4468262,83.52496139
AC105020.3,1.300569329,0,3.716894784,5.214833664,6.155913408,0
AC099778.1,26.01138659,52.6848927,35.31050045,22.94526812,27.35961515,21.32552206
PMF1-BGLAP,49.42163451,63.97451256,74.33789569,62.57800397,65.66307635,49.16717586
AC104083.1,48.77134985,26.34244635,55.75342177,25.03120159,12.99581719,29.02640502
AC007608.3,95.5918457,94.08016553,68.76255351,62.57800397,58.13918219,63.97656617
AP001063.1,0.650284665,0,3.716894784,3.128900199,0,3.554253676
AL035071.1,178.8282828,282.2404966,202.5707657,144.9723759,103.9665376,126.7683811
LINC02166,1.950853994,1.881603311,3.716894784,2.085933466,2.735961515,0.592375613
SNHG19,66.32903579,244.6084304,139.3835544,45.89053625,102.5985568,104.2581078
AC124944.2,172.3254361,257.7796536,130.0913175,111.5974404,252.3924497,185.4135668
AC026471.1,217.8453627,293.5301165,273.1917667,210.67928,250.3404786,242.8740012
AC105036.3,15.60683195,16.9344298,26.01826349,9.386700596,19.83572098,11.25513664
AL132996.1,3.251423323,15.05282649,1.858447392,0,15.73177871,7.108507353
AC093525.2,2.601138659,15.05282649,16.72602653,9.386700596,15.73177871,8.885634191
AL359711.2,11.0548393,13.17122317,7.433789569,17.73043446,8.891874923,10.07038542
AC068338.2,109.2478237,80.90894236,76.19634308,164.7887438,114.9103836,158.1642886
AC022167.2,129.4066483,161.8178847,113.3652909,120.984141,131.3261527,193.1144497
AC009019.1,1.950853994,1.881603311,0,0,0,2.369502451
AC098818.2,2.601138659,15.05282649,18.58447392,4.171866932,0.683990379,2.369502451
AC137932.1,430.488448,378.2022654,393.9908471,319.1478203,284.5399975,279.6012892
SLX1B-SULT1A4,533.8837097,570.1258031,397.7077419,444.3038282,590.9676872,616.0706372
ITFG1-AS1,3.251423323,0,0,2.085933466,0.683990379,1.184751225
AL133367.1,79.98501375,63.97451256,53.89497437,64.66393744,80.0268743,66.93844424
