Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	organic cation transmembrane transporter activity (GO:0015101)	2/16	0.1892031827680834	0.7320268454000366	0	0	2.717721156598912	4.524825813315175	SLC22A16;SLC25A42
GO_Molecular_Function_2021	proton-transporting ATPase activity, rotational mechanism (GO:0046961)	2/16	0.1892031827680834	0.7320268454000366	0	0	2.717721156598912	4.524825813315175	ATP5F1B;ATP6V0A1
GO_Molecular_Function_2021	kinase activity (GO:0016301)	8/112	0.1978746576246812	0.7320268454000366	0	0	1.465260545905707	2.373900100399337	BCKDK;CDK5;SPHK1;PMVK;CKB;PKMYT1;COASY;PAPSS1
GO_Molecular_Function_2021	carboxylic ester hydrolase activity (GO:0052689)	7/96	0.2043847221715185	0.7320268454000366	0	0	1.4978670921167272	2.3782402253224424	PLA2G15;DDHD2;MRPL58;CLC;PLA2G6;LIPA;CES1
GO_Molecular_Function_2021	GTPase binding (GO:0051020)	13/201	0.207371496389937	0.7320268454000366	0	0	1.3179633102675203	2.0734771131391545	USP6NL;RCC2;CAV1;RHOBTB3;OCRL;FGD3;SGSM1;RUSC2;ABI2;KIF3A;RCC1;RAB11FIP4;EXPH5
GO_Molecular_Function_2021	adrenergic receptor binding (GO:0031690)	2/17	0.2077398778855697	0.7320268454000366	0	0	2.5364061456245826	3.985882536082765	SLC9A3R1;AKAP5
GO_Molecular_Function_2021	alcohol dehydrogenase (NADP+) activity (GO:0008106)	2/17	0.2077398778855697	0.7320268454000366	0	0	2.5364061456245826	3.985882536082765	AKR1A1;AKR1C3
GO_Molecular_Function_2021	MHC class I protein binding (GO:0042288)	2/17	0.2077398778855697	0.7320268454000366	0	0	2.5364061456245826	3.985882536082765	ATP5F1A;ATP5F1B
GO_Molecular_Function_2021	nucleobase-containing compound kinase activity (GO:0019205)	2/17	0.2077398778855697	0.7320268454000366	0	0	2.5364061456245826	3.985882536082765	NME2;AK4
GO_Molecular_Function_2021	peptidase activator activity involved in apoptotic process (GO:0016505)	2/17	0.2077398778855697	0.7320268454000366	0	0	2.5364061456245826	3.985882536082765	ATP2A3;CTSH
GO_Molecular_Function_2021	manganese ion binding (GO:0030145)	4/48	0.2177978724702507	0.7320268454000366	0	0	1.7301935012778389	2.63713988996411	HMGCL;FAM20C;MGAT1;XXYLT1
GO_Molecular_Function_2021	3-chloroallyl aldehyde dehydrogenase activity (GO:0004028)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	ALDH3A2
GO_Molecular_Function_2021	5'-deoxyribose-5-phosphate lyase activity (GO:0051575)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	POLQ
GO_Molecular_Function_2021	RNA-DNA hybrid ribonuclease activity (GO:0004523)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	EXO1
GO_Molecular_Function_2021	7S RNA binding (GO:0008312)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SRP54
GO_Molecular_Function_2021	acyl carnitine transmembrane transporter activity (GO:0015227)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SLC25A29
GO_Molecular_Function_2021	sphingosine-1-phosphate receptor activity (GO:0038036)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SPHK1
GO_Molecular_Function_2021	syndecan binding (GO:0045545)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SEMA5A
GO_Molecular_Function_2021	TAP1 binding (GO:0046978)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	HLA-F
GO_Molecular_Function_2021	ankyrin repeat binding (GO:0071532)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	KIF21A
GO_Molecular_Function_2021	testosterone dehydrogenase [NAD(P)] activity (GO:0030283)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	HSD17B10
GO_Molecular_Function_2021	thiolester hydrolase activity (GO:0016790)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	PPT1
GO_Molecular_Function_2021	transforming growth factor beta receptor activity, type I (GO:0005025)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	BMPR1A
GO_Molecular_Function_2021	benzodiazepine receptor binding (GO:0030156)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	TSPOAP1
GO_Molecular_Function_2021	beta-galactosidase activity (GO:0004565)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	GLB1
GO_Molecular_Function_2021	U2 snRNA binding (GO:0030620)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SF3B3
GO_Molecular_Function_2021	Y-form DNA binding (GO:0000403)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	RBBP8
GO_Molecular_Function_2021	chondroitin sulfotransferase activity (GO:0034481)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	CHST13
GO_Molecular_Function_2021	creatine kinase activity (GO:0004111)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	CKB
GO_Molecular_Function_2021	cytoskeleton-nuclear membrane anchor activity (GO:0140444)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SYNE3
GO_Molecular_Function_2021	deoxyribonuclease I activity (GO:0004530)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	DNASE1
GO_Molecular_Function_2021	epoxide hydrolase activity (GO:0004301)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	LTA4H
GO_Molecular_Function_2021	ER retention sequence binding (GO:0046923)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	KDELR1
GO_Molecular_Function_2021	fibroblast growth factor-activated receptor activity (GO:0005007)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	FGFRL1
GO_Molecular_Function_2021	hydroxymethyl-, formyl- and related transferase activity (GO:0016742)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SHMT2
GO_Molecular_Function_2021	inositol 1,3,4,5 tetrakisphosphate binding (GO:0043533)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	ADAP2
GO_Molecular_Function_2021	interferon receptor activity (GO:0004904)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	IFNGR2
GO_Molecular_Function_2021	ketosteroid monooxygenase activity (GO:0047086)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	AKR1C3
GO_Molecular_Function_2021	L-histidine transmembrane transporter activity (GO:0005290)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SLC38A7
GO_Molecular_Function_2021	L-leucine transmembrane transporter activity (GO:0015190)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SLC38A7
GO_Molecular_Function_2021	L-lysine transmembrane transporter activity (GO:0015189)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SLC25A29
GO_Molecular_Function_2021	leukotriene-C4 synthase activity (GO:0004464)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	MGST2
GO_Molecular_Function_2021	lipid kinase activity (GO:0001727)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SPHK1
GO_Molecular_Function_2021	MHC class I protein complex binding (GO:0023024)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	KLRD1
GO_Molecular_Function_2021	N-acetylgalactosamine 4-O-sulfotransferase activity (GO:0001537)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	CHST13
GO_Molecular_Function_2021	nerve growth factor binding (GO:0048406)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SORT1
GO_Molecular_Function_2021	oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor (GO:0016723)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	STEAP3
GO_Molecular_Function_2021	oxo-acid-lyase activity (GO:0016833)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	HMGCL
GO_Molecular_Function_2021	phosphatidylcholine floppase activity (GO:0090554)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	ABCB1
GO_Molecular_Function_2021	phosphotransferase activity, nitrogenous group as acceptor (GO:0016775)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	CKB
GO_Molecular_Function_2021	purine nucleotide transmembrane transporter activity (GO:0015216)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	SLC25A5
GO_Molecular_Function_2021	pyruvate dehydrogenase (acetyl-transferring) kinase activity (GO:0004740)	1/5	0.2262390049471159	0.7320268454000366	0	0	4.753753753753754	7.064854339928952	BCKDK
GO_Molecular_Function_2021	metalloendopeptidase activity (GO:0004222)	6/82	0.2265917765080283	0.7320268454000366	0	0	1.5030181086519114	2.231388532612921	ADAMTS2;ADAMTSL5;ADAMTS1;MMP23B;RCE1;MBTPS2
GO_Molecular_Function_2021	amino acid transmembrane transporter activity (GO:0015171)	4/49	0.228554812995932	0.7320268454000366	0	0	1.6916555109326197	2.4968483740826937	SLC9A3R1;SLC25A29;SLC38A7;SLC38A6
GO_Molecular_Function_2021	lipase activity (GO:0016298)	4/49	0.228554812995932	0.7320268454000366	0	0	1.6916555109326197	2.4968483740826937	PLA2G15;DDHD2;LIPA;CES1
GO_Molecular_Function_2021	protein heterodimerization activity (GO:0046982)	12/188	0.2322218678270486	0.7320268454000366	0	0	1.299043062200957	1.89668346015097	TOP2A;EXT2;QTRT2;ZHX2;LSM6;ERBB2;RCC1;CYBB;BAX;MICU1;RAN;AURKA
GO_Molecular_Function_2021	GTP binding (GO:0005525)	12/189	0.2376033226925236	0.7320268454000366	0	0	1.2916352158100597	1.8562770471101928	ARL4C;GLUD1;ARL4D;RRAS;ARL6;RHOBTB3;RAB39A;SRP54;RHOF;GNL2;RAN;THG1L
GO_Molecular_Function_2021	single-stranded DNA helicase activity (GO:0017116)	2/19	0.2452742597855397	0.7320268454000366	0	0	2.237769656960981	3.144912842072001	POLQ;RFC2
GO_Molecular_Function_2021	SUMO transferase activity (GO:0019789)	2/19	0.2452742597855397	0.7320268454000366	0	0	2.237769656960981	3.144912842072001	CBX4;TOPORS
GO_Molecular_Function_2021	calcium activated cation channel activity (GO:0005227)	2/19	0.2452742597855397	0.7320268454000366	0	0	2.237769656960981	3.144912842072001	KCNMB1;KCNMA1
GO_Molecular_Function_2021	NAD-retinol dehydrogenase activity (GO:0004745)	2/19	0.2452742597855397	0.7320268454000366	0	0	2.237769656960981	3.144912842072001	AKR1A1;AKR1C3
GO_Molecular_Function_2021	catalytic activity, acting on a tRNA (GO:0140101)	3/35	0.2541627687985829	0.7320268454000366	0	0	1.7836008024072216	2.443141411930312	DTWD1;QTRT2;MRPL58
GO_Molecular_Function_2021	protein-lysine N-methyltransferase activity (GO:0016279)	3/35	0.2541627687985829	0.7320268454000366	0	0	1.7836008024072216	2.443141411930312	KMT2E;EEF1AKMT4;EZH2
GO_Molecular_Function_2021	ATPase activator activity (GO:0001671)	2/20	0.2641503607881601	0.7320268454000366	0	0	2.11333778668448	2.8133530103318907	ATP1B3;DNAJC15
GO_Molecular_Function_2021	endodeoxyribonuclease activity (GO:0004520)	2/20	0.2641503607881601	0.7320268454000366	0	0	2.11333778668448	2.8133530103318907	EXO1;RBBP8
GO_Molecular_Function_2021	microtubule plus-end binding (GO:0051010)	2/20	0.2641503607881601	0.7320268454000366	0	0	2.11333778668448	2.8133530103318907	KIF2C;KNSTRN
GO_Molecular_Function_2021	nucleoside monophosphate kinase activity (GO:0050145)	2/20	0.2641503607881601	0.7320268454000366	0	0	2.11333778668448	2.8133530103318907	AK2;AK4
GO_Molecular_Function_2021	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)	2/20	0.2641503607881601	0.7320268454000366	0	0	2.11333778668448	2.8133530103318907	ALDH3A2;AKR1C3
GO_Molecular_Function_2021	sodium:bicarbonate symporter activity (GO:0008510)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	SLC4A7
GO_Molecular_Function_2021	solute:bicarbonate symporter activity (GO:0140410)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	SLC4A7
GO_Molecular_Function_2021	amidine-lyase activity (GO:0016842)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	GGCT
GO_Molecular_Function_2021	thiol oxidase activity (GO:0016972)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	ERO1B
GO_Molecular_Function_2021	thyroid hormone transmembrane transporter activity (GO:0015349)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	SLCO4A1
GO_Molecular_Function_2021	aspartic endopeptidase activity, intramembrane cleaving (GO:0042500)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	HM13
GO_Molecular_Function_2021	beta-glucosidase activity (GO:0008422)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	GBA
GO_Molecular_Function_2021	BH domain binding (GO:0051400)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	BAX
GO_Molecular_Function_2021	BH3 domain binding (GO:0051434)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	BAX
GO_Molecular_Function_2021	BMP receptor activity (GO:0098821)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	BMPR1A
GO_Molecular_Function_2021	uridylyltransferase activity (GO:0070569)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	UAP1L1
GO_Molecular_Function_2021	CoA carboxylase activity (GO:0016421)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	PCCB
GO_Molecular_Function_2021	cobalamin binding (GO:0031419)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	TCN2
GO_Molecular_Function_2021	histone serine kinase activity (GO:0035174)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	AURKA
GO_Molecular_Function_2021	interleukin-12 receptor binding (GO:0005143)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	JAK2
GO_Molecular_Function_2021	K48-linked polyubiquitin modification-dependent protein binding (GO:0036435)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	IKBKE
GO_Molecular_Function_2021	L-serine transmembrane transporter activity (GO:0015194)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	SLC38A7
GO_Molecular_Function_2021	MHC class I receptor activity (GO:0032393)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	KLRF1
GO_Molecular_Function_2021	phosphatidylethanolamine flippase activity (GO:0090555)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	ABCB1
GO_Molecular_Function_2021	pre-miRNA binding (GO:0070883)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	RAN
GO_Molecular_Function_2021	protein phosphatase 2B binding (GO:0030346)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	AKAP5
GO_Molecular_Function_2021	purine nucleobase transmembrane transporter activity (GO:0005345)	1/6	0.2649366755532705	0.7320268454000366	0	0	3.8028028028028023	5.051127741865718	SLC25A5
GO_Molecular_Function_2021	NADP binding (GO:0050661)	3/36	0.2678594070249647	0.7320268454000366	0	0	1.729461110604541	2.278207078373321	GRHPR;GMDS;DECR1
GO_Molecular_Function_2021	exopeptidase activity (GO:0008238)	4/53	0.272750159994601	0.7320268454000366	0	0	1.5532333415293829	2.017959309190706	CTSZ;CTSH;LTA4H;RCE1
GO_Molecular_Function_2021	L-amino acid transmembrane transporter activity (GO:0015179)	4/53	0.272750159994601	0.7320268454000366	0	0	1.5532333415293829	2.017959309190706	SLC38A7;SLC1A3;SLC38A6;SLC1A7
GO_Molecular_Function_2021	protein phosphatase binding (GO:0019903)	8/123	0.2733736649244196	0.7320268454000366	0	0	1.3243338008415146	1.7175492767329756	KIF3A;KCNQ1;FCRL3;SPHK1;BOD1L1;ERBB2;AKAP5;IKBKE
GO_Molecular_Function_2021	protein serine/threonine kinase activity (GO:0004674)	20/344	0.2748665931835497	0.7320268454000366	0	0	1.1763668430335097	1.5192417982666624	DMPK;ATP23;PLK1;TTK;PKMYT1;CIT;AURKA;BCKDK;RPS6KA5;MELK;CDK5;AKT3;AAK1;CDK1;FAM20C;TSSK3;IKBKE;CAMK2G;CSNK1G2;BMPR1A
GO_Molecular_Function_2021	sodium channel regulator activity (GO:0017080)	3/37	0.2816374857336128	0.7320268454000366	0	0	1.678506106554959	2.1268930743045424	RSC1A1;FXYD6;COMMD1
GO_Molecular_Function_2021	voltage-gated calcium channel activity (GO:0005245)	3/37	0.2816374857336128	0.7320268454000366	0	0	1.678506106554959	2.1268930743045424	CATSPER1;CACNG6;CACNA2D2
GO_Molecular_Function_2021	ion channel inhibitor activity (GO:0008200)	3/37	0.2816374857336128	0.7320268454000366	0	0	1.678506106554959	2.1268930743045424	VAMP8;RSC1A1;COMMD1
GO_Molecular_Function_2021	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0033764)	2/21	0.2830274568027373	0.7320268454000366	0	0	2.002004008016032	2.5269522127758943	AKR1C3;HSD17B10
GO_Molecular_Function_2021	DNA-directed DNA polymerase activity (GO:0003887)	2/21	0.2830274568027373	0.7320268454000366	0	0	2.002004008016032	2.5269522127758943	POLE4;POLQ
GO_Molecular_Function_2021	fibroblast growth factor binding (GO:0017134)	2/21	0.2830274568027373	0.7320268454000366	0	0	2.002004008016032	2.5269522127758943	FIBP;FGFRL1
GO_Molecular_Function_2021	lysophospholipase activity (GO:0004622)	2/21	0.2830274568027373	0.7320268454000366	0	0	2.002004008016032	2.5269522127758943	CLC;PLA2G6
GO_Molecular_Function_2021	pyridoxal phosphate binding (GO:0030170)	2/21	0.2830274568027373	0.7320268454000366	0	0	2.002004008016032	2.5269522127758943	SHMT2;ACCS
GO_Molecular_Function_2021	organic anion transmembrane transporter activity (GO:0008514)	9/144	0.2941001791610385	0.7320268454000366	0	0	1.2690884628321562	1.5531546558530354	SLC35B3;SLC9A3R1;SLC16A1;SLCO4A1;SLC38A7;SLC1A3;SLC38A6;SLC25A42;SLC1A7
GO_Molecular_Function_2021	calcium ion transmembrane transporter activity (GO:0015085)	4/55	0.2953729340320737	0.7320268454000366	0	0	1.4921647373808962	1.8197195744914836	SEC61A1;ATP2A3;ORAI1;TMEM165
GO_Molecular_Function_2021	ATPase regulator activity (GO:0060590)	3/38	0.2954754527526873	0.7320268454000366	0	0	1.630462817022496	1.987810563154944	ATP1B3;DNAJC15;SIL1
GO_Molecular_Function_2021	carboxypeptidase activity (GO:0004180)	3/38	0.2954754527526873	0.7320268454000366	0	0	1.630462817022496	1.987810563154944	CPA3;CTSZ;PEPD
GO_Molecular_Function_2021	protein tyrosine kinase activity (GO:0004713)	7/108	0.2955859365789828	0.7320268454000366	0	0	1.319065139142313	1.6076708759310336	ZAP70;MELK;YES1;ERBB2;MATK;TTK;JAK2
GO_Molecular_Function_2021	1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	PLA2G6
GO_Molecular_Function_2021	acid-amino acid ligase activity (GO:0016881)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	CARNS1
GO_Molecular_Function_2021	signal recognition particle binding (GO:0005047)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	SRP9
GO_Molecular_Function_2021	acyl-CoA oxidase activity (GO:0003997)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	ACOX3
GO_Molecular_Function_2021	alcohol dehydrogenase [NAD(P)+] activity (GO:0018455)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	DHRS4
GO_Molecular_Function_2021	alpha-mannosidase activity (GO:0004559)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	MAN2B1
GO_Molecular_Function_2021	succinate transmembrane transporter activity (GO:0015141)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	SLC25A11
GO_Molecular_Function_2021	beta-1,3-galactosyltransferase activity (GO:0048531)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	C1GALT1C1
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activator activity (GO:0030297)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	NRG1
GO_Molecular_Function_2021	branched-chain amino acid transmembrane transporter activity (GO:0015658)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	SLC38A7
GO_Molecular_Function_2021	calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	CAMK2G
GO_Molecular_Function_2021	ubiquitin-protein transferase activator activity (GO:0097027)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	CDC20
GO_Molecular_Function_2021	UDP-xylosyltransferase activity (GO:0035252)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	XXYLT1
GO_Molecular_Function_2021	extracellularly ATP-gated cation channel activity (GO:0004931)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	P2RX4
GO_Molecular_Function_2021	gamma-aminobutyric acid transmembrane transporter activity (GO:0015185)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	SLC9A3R1
GO_Molecular_Function_2021	leucine binding (GO:0070728)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	GLUD1
GO_Molecular_Function_2021	long-chain fatty acid binding (GO:0036041)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	FABP4
GO_Molecular_Function_2021	manganese ion transmembrane transporter activity (GO:0005384)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	TMEM165
GO_Molecular_Function_2021	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity (GO:0004571)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	EDEM2
GO_Molecular_Function_2021	mannosyl-oligosaccharide mannosidase activity (GO:0015924)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	EDEM2
GO_Molecular_Function_2021	MutLalpha complex binding (GO:0032405)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	TREX1
GO_Molecular_Function_2021	MutSalpha complex binding (GO:0032407)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	TREX1
GO_Molecular_Function_2021	nitric-oxide synthase binding (GO:0050998)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	CAV1
GO_Molecular_Function_2021	nucleotide receptor activity (GO:0016502)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	P2RX4
GO_Molecular_Function_2021	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor (GO:0016624)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	BCKDHA
GO_Molecular_Function_2021	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor (GO:0016634)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	ACOX3
GO_Molecular_Function_2021	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity (GO:0004439)	1/7	0.3017008180175285	0.7320268454000366	0	0	3.1688355021688355	3.79727712566112	OCRL
GO_Molecular_Function_2021	DNA polymerase activity (GO:0034061)	2/22	0.3018583029326768	0.7320268454000366	0	0	1.9018036072144289	2.277975734205941	POLE4;POLQ
GO_Molecular_Function_2021	peptidase activator activity (GO:0016504)	2/22	0.3018583029326768	0.7320268454000366	0	0	1.9018036072144289	2.277975734205941	PSMD14;CAV1
GO_Molecular_Function_2021	protein kinase A regulatory subunit binding (GO:0034237)	2/22	0.3018583029326768	0.7320268454000366	0	0	1.9018036072144289	2.277975734205941	KCNQ1;AKAP5
GO_Molecular_Function_2021	carboxylic acid transmembrane transporter activity (GO:0046943)	4/57	0.3182171619631457	0.7320268454000366	0	0	1.435705084488899	1.643912801782248	ABCB1;SLC16A1;SLC38A7;SLC38A6
GO_Molecular_Function_2021	semaphorin receptor binding (GO:0030215)	2/23	0.3206003673546637	0.7320268454000366	0	0	1.811146101727264	2.060287165638349	SEMA5A;SEMA4C
GO_Molecular_Function_2021	triglyceride lipase activity (GO:0004806)	2/23	0.3206003673546637	0.7320268454000366	0	0	1.811146101727264	2.060287165638349	PLA2G15;DDHD2
GO_Molecular_Function_2021	C-C chemokine receptor activity (GO:0016493)	2/23	0.3206003673546637	0.7320268454000366	0	0	1.811146101727264	2.060287165638349	CXCR5;CCR2
GO_Molecular_Function_2021	cyclin-dependent protein kinase activity (GO:0097472)	2/23	0.3206003673546637	0.7320268454000366	0	0	1.811146101727264	2.060287165638349	CDK5;CDK1
GO_Molecular_Function_2021	cyclin-dependent protein serine/threonine kinase activity (GO:0004693)	2/23	0.3206003673546637	0.7320268454000366	0	0	1.811146101727264	2.060287165638349	CDK5;CDK1
GO_Molecular_Function_2021	DNA replication origin binding (GO:0003688)	2/23	0.3206003673546637	0.7320268454000366	0	0	1.811146101727264	2.060287165638349	ORC1;CDC6
GO_Molecular_Function_2021	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	5/75	0.321035209049847	0.7320268454000366	0	0	1.3589375448671932	1.5440309215630692	SPHK1;FAM20C;COASY;GALK2;PAPSS1
GO_Molecular_Function_2021	5'-flap endonuclease activity (GO:0017108)	1/8	0.3366279486563638	0.7320268454000366	0	0	2.716001716001716	2.9571201145702526	EXO1
GO_Molecular_Function_2021	Roundabout binding (GO:0048495)	1/8	0.3366279486563638	0.7320268454000366	0	0	2.716001716001716	2.9571201145702526	LGR6
GO_Molecular_Function_2021	serine transmembrane transporter activity (GO:0022889)	1/8	0.3366279486563638	0.7320268454000366	0	0	2.716001716001716	2.9571201145702526	SLC38A7
GO_Molecular_Function_2021	androsterone dehydrogenase activity (GO:0047023)	1/8	0.3366279486563638	0.7320268454000366	0	0	2.716001716001716	2.9571201145702526	AKR1C3
GO_Molecular_Function_2021	arginine transmembrane transporter activity (GO:0015181)	1/8	0.3366279486563638	0.7320268454000366	0	0	2.716001716001716	2.9571201145702526	SLC25A29
