Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2021	PCAF complex (GO:0000125)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	TAF9
GO_Cellular_Component_2021	Sec61 translocon complex (GO:0005784)	1/5	0.2262390049471159	0.7110845420263304	0	0	4.753753753753754	7.064854339928952	SEC61A1
GO_Cellular_Component_2021	microbody lumen (GO:0031907)	4/49	0.228554812995932	0.7110845420263304	0	0	1.6916555109326197	2.4968483740826937	HMGCL;GRHPR;ACOX3;DHRS4
GO_Cellular_Component_2021	peroxisomal matrix (GO:0005782)	4/49	0.228554812995932	0.7110845420263304	0	0	1.6916555109326197	2.4968483740826937	HMGCL;GRHPR;ACOX3;DHRS4
GO_Cellular_Component_2021	integral component of mitochondrial membrane (GO:0032592)	5/66	0.233819425210256	0.7110845420263304	0	0	1.5601779388747017	2.267260173782456	OXA1L;DMPK;ETFDH;MICU1;GDAP1
GO_Cellular_Component_2021	endocytic vesicle (GO:0030139)	12/189	0.2376033226925236	0.7110845420263304	0	0	1.2916352158100597	1.8562770471101928	CAV1;PTCH1;SPHK1;MYO6;RAB39A;CLTA;CAMK2G;SCIMP;MPEG1;RAB11FIP4;AMOT;RAB11FIP5
GO_Cellular_Component_2021	bounding membrane of organelle (GO:0098588)	43/767	0.2378881422395436	0.7110845420263304	0	0	1.134224700808812	1.6286952972200068	SLC35B3;COPB2;MCFD2;STEAP3;FRMPD3;KDELR1;CTSZ;ATP2A3;PLD3;TMEM165;C1GALT1C1;PDGFD;ERBB2;MVB12A;CHST13;MGAT1;ARMH3;CAMK2G;CYTH1;ATP6V0A1;TMED9;DMPK;SORT1;CAV1;PTCH1;B3GAT1;RAB39A;RHOF;HLA-F;COPZ1;VAMP8;RNF144A;EXT2;STING1;TMEM115;SNX17;ABHD17A;UST;LAMTOR2;MAN2B1;VPS25;VAMP2;MBTPS2
GO_Cellular_Component_2021	Cul2-RING ubiquitin ligase complex (GO:0031462)	2/19	0.2452742597855397	0.7110845420263304	0	0	2.237769656960981	3.144912842072001	COMMD1;ELOC
GO_Cellular_Component_2021	supramolecular fiber (GO:0099512)	2/19	0.2452742597855397	0.7110845420263304	0	0	2.237769656960981	3.144912842072001	ADAMTSL5;LTBP4
GO_Cellular_Component_2021	vacuolar proton-transporting V-type ATPase complex (GO:0016471)	2/19	0.2452742597855397	0.7110845420263304	0	0	2.237769656960981	3.144912842072001	ATP6V0A1;ATP6V1F
GO_Cellular_Component_2021	spliceosomal snRNP complex (GO:0097525)	4/51	0.2504443908625444	0.7110845420263304	0	0	1.6194992736905067	2.242226503802097	SF3B3;LSM6;SNRPC;AAR2
GO_Cellular_Component_2021	clathrin-coated endocytic vesicle (GO:0045334)	6/85	0.2515228769093023	0.7110845420263304	0	0	1.4457122481725797	1.995402884446712	VAMP8;FZD2;MYO6;M6PR;CLTA;VAMP2
GO_Cellular_Component_2021	alpha-beta T cell receptor complex (GO:0042105)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	CD247
GO_Cellular_Component_2021	alveolar lamellar body (GO:0097208)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	CTSH
GO_Cellular_Component_2021	integral component of cytoplasmic side of endoplasmic reticulum membrane (GO:0071458)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	HM13
GO_Cellular_Component_2021	postsynaptic recycling endosome (GO:0098837)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	AKAP5
GO_Cellular_Component_2021	THO complex part of transcription export complex (GO:0000445)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	THOC6
GO_Cellular_Component_2021	transcription factor TFIIIC complex (GO:0000127)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	GTF3C6
GO_Cellular_Component_2021	uniplex complex (GO:1990246)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	MICU1
GO_Cellular_Component_2021	zymogen granule (GO:0042588)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	VAMP2
GO_Cellular_Component_2021	zymogen granule membrane (GO:0042589)	1/6	0.2649366755532705	0.7110845420263304	0	0	3.8028028028028023	5.051127741865718	VAMP2
GO_Cellular_Component_2021	endocytic vesicle membrane (GO:0030666)	10/158	0.2669520041494197	0.7110845420263304	0	0	1.2866502866502867	1.6992615306069072	VAMP8;FZD2;CAV1;PTCH1;M6PR;CYBB;HLA-F;CAMK2G;VAMP2;ATP6V0A1
GO_Cellular_Component_2021	endosome membrane (GO:0010008)	19/325	0.2735261424735146	0.722204990215157	0	0	1.1832197370963335	1.5338764627853063	STEAP3;SORT1;SPHK1;CAV1;CLTA;HLA-F;PLD3;TMEM165;RNF144A;VAMP8;SNX17;ABHD17A;ERBB2;MVB12A;LAMTOR2;CD68;VPS25;RAB11FIP4;ATP6V0A1
GO_Cellular_Component_2021	mitochondrial outer membrane translocase complex (GO:0005742)	2/21	0.2830274568027373	0.7237500896111823	0	0	2.002004008016032	2.5269522127758943	IMMT;TOMM22
GO_Cellular_Component_2021	clathrin-coated vesicle membrane (GO:0030665)	6/90	0.2945915117053749	0.7237500896111823	0	0	1.3592986490370795	1.6612880330991744	VAMP8;FZD2;M6PR;CLTA;VAMP2;EPN2
GO_Cellular_Component_2021	secretory granule membrane (GO:0030667)	16/274	0.2971125745980776	0.7237500896111823	0	0	1.1811936724018404	1.4335488176309732	FRMPD3;CLEC12A;CCDC136;MGST1;CYBB;RHOF;GPR84;DDOST;VAMP8;STING1;LAMTOR2;CD47;CD68;VAMP2;ATP6V0A1;VPS35L
GO_Cellular_Component_2021	recycling endosome (GO:0055037)	9/145	0.3009836019693327	0.7237500896111823	0	0	1.2596901525494153	1.5125093290456275	VAMP8;PHETA2;COMMD1;AKAP5;HLA-F;RAB11FIP4;TMEM230;RAN;RAB11FIP5
GO_Cellular_Component_2021	Cdc73/Paf1 complex (GO:0016593)	1/7	0.3017008180175285	0.7237500896111823	0	0	3.1688355021688355	3.79727712566112	WDR61
GO_Cellular_Component_2021	COPI-coated vesicle (GO:0030137)	1/7	0.3017008180175285	0.7237500896111823	0	0	3.1688355021688355	3.79727712566112	KDELR1
GO_Cellular_Component_2021	gamma-secretase complex (GO:0070765)	1/7	0.3017008180175285	0.7237500896111823	0	0	3.1688355021688355	3.79727712566112	PSEN2
GO_Cellular_Component_2021	multivesicular body lumen (GO:0097486)	1/7	0.3017008180175285	0.7237500896111823	0	0	3.1688355021688355	3.79727712566112	CTSH
GO_Cellular_Component_2021	PTW/PP1 phosphatase complex (GO:0072357)	1/7	0.3017008180175285	0.7237500896111823	0	0	3.1688355021688355	3.79727712566112	PPP1CC
GO_Cellular_Component_2021	U6 snRNP (GO:0005688)	1/7	0.3017008180175285	0.7237500896111823	0	0	3.1688355021688355	3.79727712566112	LSM6
GO_Cellular_Component_2021	integral component of mitochondrial outer membrane (GO:0031307)	2/22	0.3018583029326768	0.7237500896111823	0	0	1.9018036072144289	2.277975734205941	DMPK;GDAP1
GO_Cellular_Component_2021	specific granule membrane (GO:0035579)	6/91	0.303383440861158	0.7237500896111823	0	0	1.3432358859036573	1.602155069579546	VAMP8;CLEC12A;CYBB;LAMTOR2;CD47;GPR84
GO_Cellular_Component_2021	intrinsic component of mitochondrial outer membrane (GO:0031306)	2/23	0.3206003673546637	0.7237500896111823	0	0	1.811146101727264	2.060287165638349	DMPK;GDAP1
GO_Cellular_Component_2021	preribosome, large subunit precursor (GO:0030687)	2/23	0.3206003673546637	0.7237500896111823	0	0	1.811146101727264	2.060287165638349	EIF6;WDR12
GO_Cellular_Component_2021	nuclear membrane (GO:0031965)	12/204	0.3232315390326002	0.7237500896111823	0	0	1.1897773279352226	1.3437183016165732	NUP93;DUSP2;CUEDC2;RETSAT;DMPK;MYO6;NRM;PSEN2;RCC1;SYNE3;ATP5MF;LMNB1
GO_Cellular_Component_2021	azurophil granule membrane (GO:0035577)	4/58	0.3296936338803053	0.7237500896111823	0	0	1.4090435817343447	1.5634626939431326	VAMP8;MGST1;CD68;DDOST
GO_Cellular_Component_2021	mitochondrial intermembrane space (GO:0005758)	4/58	0.3296936338803053	0.7237500896111823	0	0	1.4090435817343447	1.5634626939431326	COA4;OPA1;AK2;MICU1
GO_Cellular_Component_2021	Golgi membrane (GO:0000139)	26/472	0.3330690214896137	0.7237500896111823	0	0	1.1104962201084705	1.2208856951358995	USP6NL;SLC35B3;COPB2;KDELR1;RHOBTB3;CLTA;PLD3;TMEM165;C1GALT1C1;PDGFD;CHST13;MGAT1;ARMH3;CYTH1;TMED9;CAV1;B3GAT1;M6PR;RAB39A;HLA-F;COPZ1;EXT2;TMEM115;UST;LGR6;MBTPS2
GO_Cellular_Component_2021	clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200)	1/8	0.3366279486563638	0.7237500896111823	0	0	2.716001716001716	2.9571201145702526	VAMP2
GO_Cellular_Component_2021	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202)	1/8	0.3366279486563638	0.7237500896111823	0	0	2.716001716001716	2.9571201145702526	VAMP2
GO_Cellular_Component_2021	ESC/E(Z) complex (GO:0035098)	1/8	0.3366279486563638	0.7237500896111823	0	0	2.716001716001716	2.9571201145702526	EZH2
GO_Cellular_Component_2021	extrinsic component of mitochondrial inner membrane (GO:0031314)	1/8	0.3366279486563638	0.7237500896111823	0	0	2.716001716001716	2.9571201145702526	ATP23
GO_Cellular_Component_2021	HFE-transferrin receptor complex (GO:1990712)	1/8	0.3366279486563638	0.7237500896111823	0	0	2.716001716001716	2.9571201145702526	BMPR1A
GO_Cellular_Component_2021	MICOS complex (GO:0061617)	1/8	0.3366279486563638	0.7237500896111823	0	0	2.716001716001716	2.9571201145702526	IMMT
GO_Cellular_Component_2021	protein serine/threonine phosphatase complex (GO:0008287)	1/8	0.3366279486563638	0.7237500896111823	0	0	2.716001716001716	2.9571201145702526	PPP1CC
GO_Cellular_Component_2021	spectrin-associated cytoskeleton (GO:0014731)	1/8	0.3366279486563638	0.7237500896111823	0	0	2.716001716001716	2.9571201145702526	ANK3
GO_Cellular_Component_2021	late endosome (GO:0005770)	11/189	0.3463545825085293	0.7393810591139527	0	0	1.176094341123141	1.247003684278149	VAMP8;STEAP3;GRN;ABCA5;KCNQ1;SLC30A4;LAMTOR2;CST7;CD68;PLD3;TMEM230
GO_Cellular_Component_2021	intracellular non-membrane-bounded organelle (GO:0043232)	61/1158	0.3530411066478345	0.7483476978943534	0	0	1.060189324549575	1.1038381453541717	TOP2A;MRPS15;SRP54;HJURP;THUMPD3;BUB1B;KIF11;BRCA1;MKI67;GLI3;TXN2;ACTG1;CDC20;PPP1CC;NUSAP1;RCC1;PLEKHN1;TSPYL1;UTP11;NSUN2;KIF23;RHOF;MRPS7;GNL2;CCSAP;ILF2;RUNX3;CKAP5;CIT;KIF2C;KIF20A;CES1;CDCA2;SF3B3;CDCA5;RHOBTB3;CDCA8;TTK;PKMYT1;MRPL13;ARNTL2;CLN6;AURKA;EXOSC1;E2F8;IDH3G;PYHIN1;CAV1;PLK1;TBCC;CDC6;WDR12;TPX2;CENPF;FABP4;LSM6;EIF6;PRC1;TRIP13;SPC24;RAN
GO_Cellular_Component_2021	apical junction complex (GO:0043296)	6/98	0.3659360545830404	0.7591566111366178	0	0	1.240573878050914	1.2471447948193457	CLDN7;ANK3;NECTIN3;CYTH1;ACTG1;AMOT
GO_Cellular_Component_2021	clathrin coat of trans-Golgi network vesicle (GO:0030130)	1/9	0.3698097706633484	0.7591566111366178	0	0	2.3763763763763763	2.363939703046979	NCALD
GO_Cellular_Component_2021	late endosome lumen (GO:0031906)	1/9	0.3698097706633484	0.7591566111366178	0	0	2.3763763763763763	2.363939703046979	CTSH
GO_Cellular_Component_2021	platelet dense tubular network membrane (GO:0031095)	1/9	0.3698097706633484	0.7591566111366178	0	0	2.3763763763763763	2.363939703046979	ATP2A3
GO_Cellular_Component_2021	trans-Golgi network membrane (GO:0032588)	6/99	0.3749537365703987	0.7591566111366178	0	0	1.227169468423444	1.2037951172208885	USP6NL;RHOBTB3;M6PR;CLTA;LGR6;TMEM165
GO_Cellular_Component_2021	MLL1 complex (GO:0071339)	2/26	0.3759320092394212	0.7591566111366178	0	0	1.584502338009352	1.550193074713414	TAF9;E2F6
GO_Cellular_Component_2021	MLL1/2 complex (GO:0044665)	2/26	0.3759320092394212	0.7591566111366178	0	0	1.584502338009352	1.550193074713414	TAF9;E2F6
GO_Cellular_Component_2021	cullin-RING ubiquitin ligase complex (GO:0031461)	9/157	0.3858352817793001	0.7591566111366178	0	0	1.1568167562113072	1.1016883433602171	DDB1;ANAPC15;UBE2C;CKS2;BUB1B;ELOC;COMMD1;FBXO32;KCTD5
GO_Cellular_Component_2021	sarcoplasmic reticulum (GO:0016529)	3/45	0.3924009183942127	0.7591566111366178	0	0	1.3582175096718727	1.2705733783561668	DMPK;ATP2A3;ANK3
GO_Cellular_Component_2021	vacuolar membrane (GO:0005774)	3/45	0.3924009183942127	0.7591566111366178	0	0	1.3582175096718727	1.2705733783561668	MAN2B1;ATP6V0A1;ATP6V1F
GO_Cellular_Component_2021	organelle envelope lumen (GO:0031970)	4/64	0.3986445030655332	0.7591566111366178	0	0	1.2677376171352075	1.165919560729843	COA4;OPA1;AK2;MICU1
GO_Cellular_Component_2021	sodium:potassium-exchanging ATPase complex (GO:0005890)	1/10	0.4013334139003479	0.7591566111366178	0	0	2.1122233344455568	1.9283812050895432	ATP1B3
GO_Cellular_Component_2021	integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556)	2/28	0.4117777723443979	0.7591566111366178	0	0	1.4624633883150917	1.297602029648707	HM13;HLA-F
GO_Cellular_Component_2021	lumenal side of endoplasmic reticulum membrane (GO:0098553)	2/28	0.4117777723443979	0.7591566111366178	0	0	1.4624633883150917	1.297602029648707	HM13;HLA-F
GO_Cellular_Component_2021	sarcoplasmic reticulum membrane (GO:0033017)	2/28	0.4117777723443979	0.7591566111366178	0	0	1.4624633883150917	1.297602029648707	DMPK;ATP2A3
GO_Cellular_Component_2021	U12-type spliceosomal complex (GO:0005689)	2/28	0.4117777723443979	0.7591566111366178	0	0	1.4624633883150917	1.297602029648707	SF3B3;SNRNP25
GO_Cellular_Component_2021	trans-Golgi network (GO:0005802)	13/239	0.4180691450601757	0.7591566111366178	0	0	1.0941442289587648	0.9542124181110696	USP6NL;PHETA2;GRN;GBA;RHOBTB3;M6PR;CLTA;OCRL;PCSK7;TMEM230;TMEM165;LGR6;VAMP2
GO_Cellular_Component_2021	cell-cell contact zone (GO:0044291)	3/47	0.4196120451603213	0.7591566111366178	0	0	1.2963435761830948	1.1257767768096407	ANK3;FGFRL1;AJAP1
GO_Cellular_Component_2021	multivesicular body (GO:0005771)	3/47	0.4196120451603213	0.7591566111366178	0	0	1.2963435761830948	1.1257767768096407	STEAP3;CTSH;CST7
GO_Cellular_Component_2021	dendrite membrane (GO:0032590)	2/29	0.4293163335994517	0.7591566111366178	0	0	1.4082238551176427	1.1907395336667994	KCNC4;AKAP5
GO_Cellular_Component_2021	rough endoplasmic reticulum (GO:0005791)	2/29	0.4293163335994517	0.7591566111366178	0	0	1.4082238551176427	1.1907395336667994	HM13;PTGDS
GO_Cellular_Component_2021	Cul4A-RING E3 ubiquitin ligase complex (GO:0031464)	1/11	0.4312816628051881	0.7591566111366178	0	0	1.9009009009009008	1.5986460475902726	DDB1
GO_Cellular_Component_2021	integral component of postsynaptic density membrane (GO:0099061)	1/11	0.4312816628051881	0.7591566111366178	0	0	1.9009009009009008	1.5986460475902726	ADAM22
GO_Cellular_Component_2021	intrinsic component of postsynaptic density membrane (GO:0099146)	1/11	0.4312816628051881	0.7591566111366178	0	0	1.9009009009009008	1.5986460475902726	ADAM22
GO_Cellular_Component_2021	microvillus membrane (GO:0031528)	1/11	0.4312816628051881	0.7591566111366178	0	0	1.9009009009009008	1.5986460475902726	SLC9A3R1
GO_Cellular_Component_2021	platelet dense tubular network (GO:0031094)	1/11	0.4312816628051881	0.7591566111366178	0	0	1.9009009009009008	1.5986460475902726	ATP2A3
GO_Cellular_Component_2021	preribosome, small subunit precursor (GO:0030688)	1/11	0.4312816628051881	0.7591566111366178	0	0	1.9009009009009008	1.5986460475902726	LTV1
GO_Cellular_Component_2021	SAGA complex (GO:0000124)	1/11	0.4312816628051881	0.7591566111366178	0	0	1.9009009009009008	1.5986460475902726	TAF9
GO_Cellular_Component_2021	STAGA complex (GO:0030914)	1/11	0.4312816628051881	0.7591566111366178	0	0	1.9009009009009008	1.5986460475902726	TAF9
GO_Cellular_Component_2021	cytoplasmic vesicle membrane (GO:0030659)	20/380	0.4393230161706673	0.7670972007233395	0	0	1.056689342403628	0.8691484735340068	STEAP3;FRMPD3;SORT1;CAV1;PTCH1;RHOF;TMEM165;RNF144A;VAMP8;SGSM1;STING1;SNX17;ABHD17A;ERBB2;MVB12A;LAMTOR2;VPS25;CAMK2G;VAMP2;ATP6V0A1
GO_Cellular_Component_2021	clathrin-coated endocytic vesicle membrane (GO:0030669)	4/69	0.4551889264232633	0.7670972007233395	0	0	1.1699104108742664	0.9207694757962916	VAMP8;FZD2;M6PR;VAMP2
GO_Cellular_Component_2021	U2-type precatalytic spliceosome (GO:0071005)	3/50	0.4596144044474325	0.7670972007233395	0	0	1.2134061759747328	0.9432623947323182	EFTUD2;SF3B3;LSM6
GO_Cellular_Component_2021	integral component of nuclear inner membrane (GO:0005639)	1/12	0.4597331726975369	0.7670972007233395	0	0	1.728000728000728	1.3428449473740491	P2RX4
GO_Cellular_Component_2021	intrinsic component of nuclear inner membrane (GO:0031229)	1/12	0.4597331726975369	0.7670972007233395	0	0	1.728000728000728	1.3428449473740491	P2RX4
GO_Cellular_Component_2021	NADPH oxidase complex (GO:0043020)	1/12	0.4597331726975369	0.7670972007233395	0	0	1.728000728000728	1.3428449473740491	CYBB
GO_Cellular_Component_2021	integral component of mitochondrial inner membrane (GO:0031305)	3/51	0.4726875248132942	0.7670972007233395	0	0	1.188064192577733	0.8902411314811054	OXA1L;ETFDH;IMMT
GO_Cellular_Component_2021	spliceosomal tri-snRNP complex (GO:0097526)	2/32	0.4801831856912929	0.7670972007233395	0	0	1.2672010688042752	0.9296030047564628	EFTUD2;LSM6
GO_Cellular_Component_2021	U4/U6 x U5 tri-snRNP complex (GO:0046540)	2/32	0.4801831856912929	0.7670972007233395	0	0	1.2672010688042752	0.9296030047564628	EFTUD2;LSM6
GO_Cellular_Component_2021	basolateral plasma membrane (GO:0016323)	8/151	0.4850097445069563	0.7670972007233395	0	0	1.0634446198962328	0.7694939540218396	SLC4A7;SLC16A1;KCNQ1;ERBB2;ATP1B3;SLC4A2;ANK3;AJAP1
GO_Cellular_Component_2021	precatalytic spliceosome (GO:0071011)	3/52	0.4856142127878605	0.7670972007233395	0	0	1.163756575849999	0.8406288224378073	EFTUD2;SF3B3;LSM6
GO_Cellular_Component_2021	acrosomal membrane (GO:0002080)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	CCDC136
GO_Cellular_Component_2021	Ada2/Gcn5/Ada3 transcription activator complex (GO:0005671)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	POLE4
GO_Cellular_Component_2021	cytoplasmic side of endoplasmic reticulum membrane (GO:0098554)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	HM13
GO_Cellular_Component_2021	integral component of peroxisomal membrane (GO:0005779)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	ABCD1
GO_Cellular_Component_2021	lamellar body (GO:0042599)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	CTSH
GO_Cellular_Component_2021	MIB complex (GO:0140275)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	IMMT
GO_Cellular_Component_2021	RNA polymerase I complex (GO:0005736)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	POLR2E
GO_Cellular_Component_2021	SAM complex (GO:0001401)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	IMMT
GO_Cellular_Component_2021	spanning component of plasma membrane (GO:0044214)	1/13	0.4867626755420526	0.7670972007233395	0	0	1.5839172505839172	1.140386514919295	AJAP1
GO_Cellular_Component_2021	voltage-gated potassium channel complex (GO:0008076)	4/73	0.4991095136462922	0.7824581437892394	0	0	1.1018567021710028	0.7657129927522166	KCNQ1;KCNMB1;KCNC4;KCNMA1
GO_Cellular_Component_2021	condensed chromosome (GO:0000793)	3/54	0.5109953414593842	0.7829684968309096	0	0	1.1180010620095582	0.7506201053953917	RCC1;NCAPG;MKI67
GO_Cellular_Component_2021	axonal growth cone (GO:0044295)	1/14	0.5124411756667415	0.7829684968309096	0	0	1.462000462000462	0.977448704053158	KIF5C
GO_Cellular_Component_2021	intrinsic component of peroxisomal membrane (GO:0031231)	1/14	0.5124411756667415	0.7829684968309096	0	0	1.462000462000462	0.977448704053158	ABCD1
GO_Cellular_Component_2021	mRNA cleavage and polyadenylation specificity factor complex (GO:0005847)	1/14	0.5124411756667415	0.7829684968309096	0	0	1.462000462000462	0.977448704053158	CPSF2
GO_Cellular_Component_2021	transcription factor TFTC complex (GO:0033276)	1/14	0.5124411756667415	0.7829684968309096	0	0	1.462000462000462	0.977448704053158	TAF9
GO_Cellular_Component_2021	coated vesicle membrane (GO:0030662)	3/55	0.5234350892650081	0.7877698093438372	0	0	1.0964431756808888	0.7097739924767534	MCFD2;KDELR1;HLA-F
GO_Cellular_Component_2021	cytoplasmic side of plasma membrane (GO:0009898)	3/55	0.5234350892650081	0.7877698093438372	0	0	1.0964431756808888	0.7097739924767534	AKAP5;PTPN4;AJAP1
GO_Cellular_Component_2021	tertiary granule lumen (GO:1904724)	3/55	0.5234350892650081	0.7877698093438372	0	0	1.0964431756808888	0.7097739924767534	CTSH;LTA4H;ILF2
GO_Cellular_Component_2021	extracellular membrane-bounded organelle (GO:0065010)	3/56	0.5356989644779965	0.7882325692766412	0	0	1.0756987944966976	0.6714328028891009	CBR1;COL6A2;MGAT1
GO_Cellular_Component_2021	integral component of postsynaptic specialization membrane (GO:0099060)	1/15	0.5368361352216328	0.7882325692766412	0	0	1.3575003575003577	0.8444499026994592	ADAM22
GO_Cellular_Component_2021	keratin filament (GO:0045095)	1/15	0.5368361352216328	0.7882325692766412	0	0	1.3575003575003577	0.8444499026994592	KRT5
GO_Cellular_Component_2021	muscle myosin complex (GO:0005859)	1/15	0.5368361352216328	0.7882325692766412	0	0	1.3575003575003577	0.8444499026994592	MYH11
GO_Cellular_Component_2021	trans-Golgi network transport vesicle (GO:0030140)	1/15	0.5368361352216328	0.7882325692766412	0	0	1.3575003575003577	0.8444499026994592	TMED9
GO_Cellular_Component_2021	microvillus (GO:0005902)	3/57	0.5477812798713707	0.794584243420521	0	0	1.0557227237267357	0.6354175441848741	SLC9A3R1;MYO6;TBC1D10A
GO_Cellular_Component_2021	chromosome (GO:0005694)	8/160	0.5511758519618988	0.794584243420521	0	0	1.0	0.5957013701808717	TOP2A;CDCA2;CDCA5;RCC1;NCAPG;BRCA1;TRIP13;MKI67
GO_Cellular_Component_2021	specific granule (GO:0042581)	8/160	0.5511758519618988	0.794584243420521	0	0	1.0	0.5957013701808717	VAMP8;CLEC12A;CTSZ;CYBB;LAMTOR2;GPR84;CD47;ILF2
GO_Cellular_Component_2021	bicellular tight junction (GO:0005923)	4/78	0.5517212852986342	0.794584243420521	0	0	1.027135569304244	0.6108501343962797	CLDN7;ANK3;CYTH1;AMOT
GO_Cellular_Component_2021	recycling endosome membrane (GO:0055038)	3/58	0.559676962497205	0.7951108817647989	0	0	1.036473055530227	0.6015643122055033	VAMP8;HLA-F;RAB11FIP4
GO_Cellular_Component_2021	intracellular membrane-bounded organelle (GO:0043231)	258/5192	0.559684173096421	0.7951108817647989	0	0	0.9912592856432674	0.5753096721662662	LTV1;SMARCAL1;EIF4A1;KDELR1;NEXMIF;IFI30;MKI67;LIPA;PSMD8;ZC3H12C;RPS6KA5;PSMD2;ZXDB;PSMD3;RCC1;TSPYL1;SOX13;KNL1;KRT5;RUNX3;WDR77;HOXB3;VDAC2;HOXB2;VDAC1;KIF20A;ZNF830;VPS25;PRR11;LLGL2;SHMT2;CDCA5;NCAPG;MGST2;AGAP1;WDR61;AKAP17A;TXN;PRDM11;PCBP4;PRDX1;MYO6;INPP5E;ZBED2;LTA4H;RALGDS;PPARGC1B;RAB11FIP5;DECR1;ATP6V0A1;CDK17;ABCA5;MAGEE1;PLK1;NFATC3;AMMECR1;CDC6;CS;FIBP;TPX2;EIF6;HNRNPF;PPT1;NDUFAF3;PSMG1;PSMG2;EZH2;CDKN1C;TOP2A;SRP54;KIF11;BRCA1;ZCCHC18;BRCA2;BMI1;GLI1;PRSS23;GLI3;CSRP2;CTSH;JAK2;IKBKE;DLGAP5;ZNF365;DUSP2;ZHX2;CNOT6L;NSUN2;SPHK1;MYOF;NME2;KIF23;COMMD1;RHOF;GNL2;LRRC41;TOPORS;DDB1;PSMA5;RNF144A;PSMA4;PSMA1;PSMA2;TFEC;DEPDC1;VAMP2;RNF165;SF3B3;ATP23;OVCA2;ARNTL2;TMEM165;PSMB6;PSMB7;ARVCF;PSMB5;ATP5F1B;PSMB2;PSMB1;PPP1R8;CENPU;ZNF461;SLC16A1;MDH2;ATP5PB;AKR1C3;YIF1A;SKI;CENPF;FABP4;PER3;ZNF71;SNX17;ZNF699;TRIP13;ZNF574;PRDM8;MTCH2;CTNND1;JADE1;ZBTB20;PRDM1;ACTG1;EFTUD2;PPP1CC;PTTG1;SLC25A42;FADS1;UBE2E1;OCRL;ILF2;GTF2F2;CDC25A;INIP;THOC6;PLA2G15;ALDH3A2;MELK;S100A6;ERH;TSSK3;SNRNP25;CSNK1G2;KMT2E;PSMD14;PSEN2;RHOBTB3;PKMYT1;PMF1;SLC9A3R1;CCNB2;CCNB1;ADAP2;ORC1;AMDHD2;CYC1;TPPP;ISOC2;CBX7;CBX4;UBE2C;PTCH1;FBXO32;ESR2;COPS4;LSM6;KIF18B;CDK5;TMEM115;CDK1;MAN2B1;CREBZF;DDX41;ELAVL1;LMNB1;DTWD1;FAM166A;EXO1;MYBL2;ME2;MYBL1;IDH3A;RFC2;AXIN1;PPP2R5C;DDOST;EPN2;ARL4C;CCNA2;ASPM;TFDP2;ESPL1;CRY1;DNASE1;SLC25A5;FAM72D;SLC25A11;FAM72B;SLC25A6;FAM72A;NAA20;POMP;TAF9;PBXIP1;TTK;TOB1;CLN6;AURKA;ERBB2;RBBP8;POLR2E;TMEM208;IGF2BP3;POLR2G;DRAM2;CNNM3;E2F6;BUB1;HES4;KLRG1;NDUFA9;B3GAT1;NAP1L2;MND1;GDAP1;HNRNPAB;OXR1;PNRC1;NAP1L5;POLE4;CLCN7;H3-5;PRC1;GLB1;ABHD17A;DOLPP1;BAX;RAN
GO_Cellular_Component_2021	cation-transporting ATPase complex (GO:0090533)	1/16	0.560011650943978	0.7951108817647989	0	0	1.2669336002669336	0.7345651750870772	ATP1B3
GO_Cellular_Component_2021	extracellular vesicle (GO:1903561)	3/59	0.5713815260202666	0.8044459123219657	0	0	1.0179108754835935	0.5697228041390695	CBR1;COL6A2;MGAT1
